Model: Seq2Seq Multimodal Bi-LSTM
Source index: <Seq2Seq Index with 45 items>
Target index: <Seq2Seq Index with 34 items>
Encoder embedding dimension: 128
Descriptors dimension: 1136
Decoder embedding dimension: 64
Encoder hidden units: 32
Encoder layers: 2
Decoder hidden units: 64
Decoder layers: 2
Dropout: 0.1
Trainable parameters: 236,514

Training started
X_train.shape: torch.Size([3034, 702])
Y_train.shape: torch.Size([3034, 7])
X_dev.shape: torch.Size([542, 350])
Y_dev.shape: torch.Size([542, 7])
Epochs: 500
Learning rate: 0.0001
Weight decay: 0.0001
Epoch | Train                 | Development           | Minutes
      | Loss     | Error Rate | Loss     | Error Rate |
   35 |   1.3966 |     45.237 |   1.4210 |     47.232 |     2.9
   36 |   1.3912 |     45.034 |   1.4183 |     47.355 |     3.0
   37 |   1.3877 |     44.869 |   1.4158 |     47.386 |     3.0
   38 |   1.3830 |     44.688 |   1.4117 |     47.171 |     3.1
   39 |   1.3785 |     44.682 |   1.4101 |     47.079 |     3.2
   40 |   1.3729 |     44.633 |   1.4075 |     47.140 |     3.3
   41 |   1.3675 |     44.408 |   1.4054 |     47.109 |     3.4
   42 |   1.3641 |     44.457 |   1.4045 |     47.294 |     3.4
   43 |   1.3603 |     44.265 |   1.3985 |     47.017 |     3.5
   44 |   1.3555 |     44.298 |   1.3995 |     47.109 |     3.6
   45 |   1.3521 |     44.194 |   1.3984 |     46.771 |     3.7
   46 |   1.3473 |     44.139 |   1.3951 |     46.833 |     3.8
   47 |   1.3435 |     43.957 |   1.3963 |     46.925 |     3.8
   48 |   1.3385 |     43.946 |   1.3903 |     46.740 |     3.9
   49 |   1.3352 |     43.782 |   1.3873 |     46.648 |     4.0
   50 |   1.3310 |     43.639 |   1.3853 |     46.679 |     4.1
   51 |   1.3252 |     43.545 |   1.3879 |     46.802 |     4.2
   52 |   1.3221 |     43.375 |   1.3846 |     46.740 |     4.3
   53 |   1.3176 |     43.326 |   1.3827 |     46.494 |     4.3
   54 |   1.3106 |     42.886 |   1.3783 |     46.095 |     4.4
   55 |   1.3075 |     43.002 |   1.3747 |     46.433 |     4.5
   56 |   1.3043 |     42.617 |   1.3758 |     46.248 |     4.6
   57 |   1.3011 |     42.732 |   1.3740 |     46.064 |     4.7
   58 |   1.2948 |     42.447 |   1.3705 |     46.218 |     4.7
   59 |   1.2885 |     42.205 |   1.3650 |     46.187 |     4.8
   60 |   1.2833 |     42.002 |   1.3653 |     45.972 |     4.9
   61 |   1.2768 |     41.848 |   1.3627 |     45.695 |     5.0
   62 |   1.2751 |     41.799 |   1.3606 |     45.756 |     5.1
   63 |   1.2681 |     41.645 |   1.3568 |     45.295 |     5.2
   64 |   1.2613 |     41.293 |   1.3535 |     45.111 |     5.2
   65 |   1.2553 |     41.337 |   1.3561 |     45.203 |     5.3
   66 |   1.2489 |     40.975 |   1.3493 |     44.588 |     5.4
   67 |   1.2434 |     40.892 |   1.3495 |     44.926 |     5.5
   68 |   1.2382 |     40.733 |   1.3422 |     44.649 |     5.6
   69 |   1.2340 |     40.530 |   1.3391 |     44.096 |     5.6
   70 |   1.2282 |     40.178 |   1.3390 |     44.496 |     5.7
   71 |   1.2199 |     40.019 |   1.3313 |     43.881 |     5.8
   72 |   1.2137 |     39.348 |   1.3328 |     43.911 |     5.9
   73 |   1.2093 |     39.618 |   1.3311 |     43.696 |     6.0
   74 |   1.2041 |     39.002 |   1.3299 |     43.481 |     6.1
   75 |   1.1960 |     38.640 |   1.3257 |     43.604 |     6.1
   76 |   1.1914 |     38.623 |   1.3294 |     43.604 |     6.2
   77 |   1.1850 |     38.239 |   1.3236 |     43.266 |     6.3
   78 |   1.1809 |     37.893 |   1.3216 |     43.327 |     6.4
   79 |   1.1726 |     37.552 |   1.3243 |     42.466 |     6.5
   80 |   1.1679 |     37.343 |   1.3125 |     42.897 |     6.5
   81 |   1.1616 |     37.201 |   1.3164 |     42.497 |     6.6
   82 |   1.1567 |     37.036 |   1.3136 |     42.435 |     6.7
   83 |   1.1516 |     36.893 |   1.3120 |     42.128 |     6.8
   84 |   1.1442 |     36.712 |   1.3132 |     42.220 |     6.9
   85 |   1.1407 |     36.448 |   1.3095 |     42.466 |     6.9
   86 |   1.1343 |     36.212 |   1.3123 |     41.790 |     7.0
   87 |   1.1281 |     36.014 |   1.3104 |     41.913 |     7.1
   88 |   1.1242 |     35.877 |   1.3102 |     41.913 |     7.2
   89 |   1.1143 |     35.470 |   1.3038 |     41.667 |     7.3
   90 |   1.1123 |     35.388 |   1.2969 |     41.175 |     7.4
   91 |   1.1032 |     35.157 |   1.3044 |     41.421 |     7.4
   92 |   1.0991 |     34.849 |   1.3001 |     41.205 |     7.5
   93 |   1.0983 |     34.822 |   1.3023 |     41.513 |     7.6
   94 |   1.0889 |     34.767 |   1.3046 |     41.943 |     7.7
   95 |   1.0851 |     34.509 |   1.2959 |     41.359 |     7.8
   96 |   1.0796 |     34.437 |   1.2950 |     41.667 |     7.8
   97 |   1.0744 |     34.080 |   1.3015 |     41.697 |     7.9
   98 |   1.0699 |     33.866 |   1.2975 |     41.728 |     8.0
   99 |   1.0647 |     33.888 |   1.2998 |     41.451 |     8.1
  100 |   1.0599 |     33.603 |   1.3021 |     41.882 |     8.2
Early stopping

Model: Seq2Seq Multimodal Bi-LSTM
Source index: <Seq2Seq Index with 45 items>
Target index: <Seq2Seq Index with 34 items>
Encoder embedding dimension: 128
Descriptors dimension: 1136
Decoder embedding dimension: 64
Encoder hidden units: 32
Encoder layers: 3
Decoder hidden units: 128
Decoder layers: 2
Dropout: 0.1
Trainable parameters: 502,914

Training started
X_train.shape: torch.Size([3034, 702])
Y_train.shape: torch.Size([3034, 7])
X_dev.shape: torch.Size([542, 350])
Y_dev.shape: torch.Size([542, 7])
Epochs: 500
Learning rate: 0.0001
Weight decay: 0.0001
Epoch | Train                 | Development           | Minutes
      | Loss     | Error Rate | Loss     | Error Rate |
---------------------------------------------------------------
    1 |   3.2604 |     84.575 |   2.7363 |     83.333 |     0.0
    2 |   2.4396 |     62.948 |   2.1797 |     57.134 |     0.0
    3 |   2.0243 |     53.181 |   1.8963 |     49.908 |     0.1
    4 |   1.8022 |     48.764 |   1.7331 |     49.139 |     0.1
    5 |   1.6626 |     48.314 |   1.6210 |     48.985 |     0.1
    6 |   1.5645 |     48.264 |   1.5424 |     49.047 |     0.1
    7 |   1.4910 |     46.215 |   1.4786 |     46.833 |     0.1
    8 |   1.4367 |     45.210 |   1.4364 |     46.433 |     0.1
    9 |   1.3940 |     44.468 |   1.4035 |     45.726 |     0.2
   10 |   1.3630 |     43.342 |   1.3733 |     44.065 |     0.2
   11 |   1.3345 |     42.249 |   1.3564 |     43.573 |     0.2
   12 |   1.3087 |     41.359 |   1.3301 |     42.374 |     0.2
   13 |   1.2904 |     40.700 |   1.3200 |     42.558 |     0.2
   14 |   1.2683 |     40.260 |   1.3012 |     41.728 |     0.2
   15 |   1.2498 |     39.552 |   1.2824 |     41.144 |     0.3
   16 |   1.2335 |     39.266 |   1.2733 |     41.021 |     0.3
   17 |   1.2168 |     38.766 |   1.2582 |     40.898 |     0.3
   18 |   1.1994 |     38.415 |   1.2426 |     40.590 |     0.3
   19 |   1.1837 |     37.959 |   1.2451 |     40.129 |     0.3
   20 |   1.1700 |     37.580 |   1.2168 |     39.453 |     0.4
   21 |   1.1542 |     37.184 |   1.2130 |     39.576 |     0.4
   22 |   1.1386 |     36.679 |   1.2023 |     39.022 |     0.4
   23 |   1.1238 |     36.305 |   1.1916 |     38.745 |     0.4
   24 |   1.1106 |     35.498 |   1.1819 |     38.715 |     0.4
   25 |   1.0981 |     35.355 |   1.1693 |     38.223 |     0.4
   26 |   1.0822 |     34.910 |   1.1653 |     38.130 |     0.5
   27 |   1.0711 |     34.558 |   1.1581 |     37.854 |     0.5
   28 |   1.0594 |     34.141 |   1.1569 |     37.884 |     0.5
   29 |   1.0461 |     33.751 |   1.1376 |     37.116 |     0.5
   30 |   1.0333 |     33.443 |   1.1378 |     37.731 |     0.5
   31 |   1.0221 |     32.949 |   1.1301 |     37.392 |     0.6
   32 |   1.0094 |     32.367 |   1.1240 |     37.331 |     0.6
   33 |   0.9985 |     32.081 |   1.1212 |     37.177 |     0.6
   34 |   0.9886 |     31.597 |   1.1066 |     35.916 |     0.6
   35 |   0.9752 |     31.301 |   1.1008 |     36.316 |     0.6
   36 |   0.9658 |     31.136 |   1.0907 |     35.855 |     0.6
   37 |   0.9535 |     30.576 |   1.0848 |     35.301 |     0.7
   38 |   0.9447 |     30.032 |   1.0792 |     35.055 |     0.7
   39 |   0.9326 |     29.439 |   1.0765 |     34.902 |     0.7
   40 |   0.9226 |     29.570 |   1.0708 |     35.117 |     0.7
   41 |   0.9131 |     29.114 |   1.0657 |     34.071 |     0.7
   42 |   0.9078 |     28.856 |   1.0670 |     34.502 |     0.7
   43 |   0.8937 |     28.367 |   1.0580 |     34.379 |     0.8
   44 |   0.8823 |     27.835 |   1.0624 |     34.656 |     0.8
   45 |   0.8743 |     27.752 |   1.0572 |     34.225 |     0.8
   46 |   0.8639 |     27.241 |   1.0389 |     33.333 |     0.8
   47 |   0.8566 |     26.967 |   1.0400 |     33.456 |     0.8
   48 |   0.8472 |     26.599 |   1.0361 |     33.333 |     0.9
   49 |   0.8365 |     26.225 |   1.0355 |     33.579 |     0.9
   50 |   0.8258 |     25.862 |   1.0256 |     32.780 |     0.9
   51 |   0.8175 |     25.588 |   1.0308 |     32.872 |     0.9
   52 |   0.8086 |     25.275 |   1.0195 |     32.718 |     0.9
   53 |   0.8018 |     25.000 |   1.0216 |     32.749 |     0.9
   54 |   0.7926 |     24.802 |   1.0172 |     32.534 |     1.0
   55 |   0.7832 |     24.522 |   1.0165 |     32.349 |     1.0
   56 |   0.7794 |     24.390 |   1.0067 |     32.134 |     1.0
   57 |   0.7665 |     23.874 |   0.9997 |     31.704 |     1.0
   58 |   0.7614 |     23.610 |   1.0013 |     32.134 |     1.0
   59 |   0.7531 |     23.434 |   0.9972 |     31.550 |     1.0
   60 |   0.7435 |     23.121 |   0.9982 |     31.396 |     1.1
   61 |   0.7376 |     22.935 |   0.9975 |     31.550 |     1.1
   62 |   0.7277 |     22.512 |   0.9906 |     30.904 |     1.1
   63 |   0.7236 |     22.237 |   0.9887 |     30.843 |     1.1
   64 |   0.7168 |     22.083 |   0.9859 |     30.935 |     1.1
   65 |   0.7099 |     22.292 |   0.9966 |     30.843 |     1.2
   66 |   0.7030 |     21.655 |   0.9812 |     30.474 |     1.2
   67 |   0.6941 |     21.352 |   0.9840 |     30.750 |     1.2
   68 |   0.6897 |     21.265 |   0.9790 |     30.135 |     1.2
   69 |   0.6836 |     21.254 |   0.9846 |     30.289 |     1.2
   70 |   0.6746 |     21.182 |   0.9755 |     29.674 |     1.2
   71 |   0.6637 |     20.369 |   0.9783 |     29.490 |     1.3
   72 |   0.6606 |     20.276 |   0.9765 |     29.643 |     1.3
   73 |   0.6557 |     20.133 |   0.9711 |     28.875 |     1.3
   74 |   0.6476 |     20.078 |   0.9738 |     29.028 |     1.3
   75 |   0.6440 |     20.007 |   0.9737 |     29.182 |     1.3
   76 |   0.6397 |     19.435 |   0.9707 |     28.690 |     1.3
   77 |   0.6330 |     19.688 |   0.9680 |     29.274 |     1.4
   78 |   0.6232 |     19.254 |   0.9684 |     28.905 |     1.4
   79 |   0.6185 |     18.985 |   0.9683 |     29.244 |     1.4
   80 |   0.6169 |     18.985 |   0.9615 |     28.629 |     1.4
   81 |   0.6059 |     18.743 |   0.9624 |     28.690 |     1.4
   82 |   0.6044 |     18.672 |   0.9606 |     28.475 |     1.5
   83 |   0.6016 |     18.584 |   0.9550 |     28.752 |     1.5
   84 |   0.5908 |     18.337 |   0.9581 |     28.659 |     1.5
   85 |   0.5883 |     18.337 |   0.9632 |     28.629 |     1.5
   86 |   0.5832 |     17.936 |   0.9611 |     28.598 |     1.5
   87 |   0.5755 |     17.579 |   0.9578 |     28.444 |     1.5
Early stopping

Model: Seq2Seq Multimodal Bi-LSTM
Source index: <Seq2Seq Index with 45 items>
Target index: <Seq2Seq Index with 34 items>
Encoder embedding dimension: 64
Descriptors dimension: 1136
Decoder embedding dimension: 64
Encoder hidden units: 128
Encoder layers: 2
Decoder hidden units: 64
Decoder layers: 4
Dropout: 0.2
Trainable parameters: 1,156,450

Training started
X_train.shape: torch.Size([3034, 702])
Y_train.shape: torch.Size([3034, 7])
X_dev.shape: torch.Size([542, 350])
Y_dev.shape: torch.Size([542, 7])
Epochs: 500
Learning rate: 0.0001
Weight decay: 1e-05
Epoch | Train                 | Development           | Minutes
      | Loss     | Error Rate | Loss     | Error Rate |
---------------------------------------------------------------
    1 |   3.4190 |     85.794 |   3.1468 |     83.333 |     0.0
    2 |   2.8333 |     82.658 |   2.6476 |     67.681 |     0.1
    3 |   2.5236 |     62.003 |   2.3993 |     59.317 |     0.1
    4 |   2.3119 |     58.465 |   2.2178 |     59.317 |     0.2
    5 |   2.1622 |     57.136 |   2.0907 |     59.317 |     0.2
    6 |   2.0548 |     56.043 |   2.0015 |     54.367 |     0.2
    7 |   1.9761 |     54.927 |   1.9336 |     51.722 |     0.3
    8 |   1.9111 |     52.098 |   1.8767 |     49.416 |     0.3
    9 |   1.8536 |     49.824 |   1.8271 |     49.416 |     0.4
   10 |   1.8049 |     49.209 |   1.7828 |     49.385 |     0.4
   11 |   1.7584 |     48.995 |   1.7386 |     49.385 |     0.4
   12 |   1.7133 |     48.786 |   1.6945 |     49.385 |     0.5
   13 |   1.6698 |     48.709 |   1.6544 |     49.385 |     0.5
   14 |   1.6309 |     48.555 |   1.6203 |     49.385 |     0.6
   15 |   1.5981 |     47.325 |   1.5904 |     47.202 |     0.6
   16 |   1.5694 |     46.270 |   1.5644 |     47.202 |     0.6
   17 |   1.5456 |     46.160 |   1.5430 |     47.202 |     0.7
   18 |   1.5251 |     46.166 |   1.5245 |     47.202 |     0.7
   19 |   1.5081 |     46.166 |   1.5093 |     47.202 |     0.8
   20 |   1.4940 |     46.171 |   1.4970 |     47.202 |     0.8
   21 |   1.4826 |     46.166 |   1.4866 |     47.202 |     0.8
   22 |   1.4721 |     46.182 |   1.4769 |     47.202 |     0.9
   23 |   1.4630 |     46.243 |   1.4690 |     47.202 |     0.9
   24 |   1.4549 |     46.199 |   1.4608 |     47.202 |     1.0
   25 |   1.4473 |     46.116 |   1.4538 |     47.202 |     1.0
   26 |   1.4393 |     46.281 |   1.4467 |     47.202 |     1.0
   27 |   1.4329 |     46.221 |   1.4406 |     47.202 |     1.1
   28 |   1.4260 |     46.358 |   1.4352 |     47.202 |     1.1
   29 |   1.4182 |     46.193 |   1.4289 |     47.202 |     1.2
   30 |   1.4107 |     46.232 |   1.4201 |     47.202 |     1.2
   31 |   1.4025 |     46.149 |   1.4152 |     47.202 |     1.2
   32 |   1.3956 |     46.210 |   1.4104 |     47.202 |     1.3
   33 |   1.3894 |     46.127 |   1.4050 |     47.202 |     1.3
   34 |   1.3820 |     45.842 |   1.3997 |     46.710 |     1.4
   35 |   1.3759 |     45.583 |   1.3984 |     46.064 |     1.4
   36 |   1.3686 |     45.320 |   1.3926 |     46.064 |     1.4
   37 |   1.3642 |     45.094 |   1.3879 |     45.941 |     1.5
   38 |   1.3582 |     44.853 |   1.3851 |     45.818 |     1.5
   39 |   1.3517 |     44.847 |   1.3787 |     45.972 |     1.6
   40 |   1.3472 |     44.842 |   1.3768 |     45.941 |     1.6
   41 |   1.3420 |     44.996 |   1.3736 |     46.002 |     1.6
   42 |   1.3360 |     44.672 |   1.3713 |     46.033 |     1.7
   43 |   1.3330 |     44.776 |   1.3690 |     46.002 |     1.7
   44 |   1.3277 |     44.666 |   1.3648 |     46.064 |     1.8
   45 |   1.3245 |     44.639 |   1.3656 |     45.972 |     1.8
   46 |   1.3197 |     44.518 |   1.3601 |     45.879 |     1.8
   47 |   1.3142 |     44.589 |   1.3538 |     45.787 |     1.9
   48 |   1.3111 |     44.545 |   1.3516 |     45.849 |     1.9
   49 |   1.3059 |     44.446 |   1.3527 |     45.941 |     2.0
   50 |   1.3012 |     44.265 |   1.3455 |     45.756 |     2.0
   51 |   1.2966 |     44.150 |   1.3441 |     45.787 |     2.0
   52 |   1.2916 |     44.029 |   1.3386 |     45.264 |     2.1
   53 |   1.2856 |     43.957 |   1.3341 |     45.203 |     2.1
   54 |   1.2817 |     43.924 |   1.3365 |     45.326 |     2.2
   55 |   1.2773 |     43.617 |   1.3282 |     44.742 |     2.2
   56 |   1.2723 |     43.496 |   1.3265 |     44.803 |     2.2
   57 |   1.2673 |     43.287 |   1.3200 |     44.742 |     2.3
   58 |   1.2615 |     43.254 |   1.3157 |     44.373 |     2.3
   59 |   1.2542 |     43.040 |   1.3091 |     44.280 |     2.4
   60 |   1.2498 |     42.914 |   1.3100 |     44.588 |     2.4
   61 |   1.2445 |     42.557 |   1.3018 |     44.157 |     2.4
   62 |   1.2374 |     42.265 |   1.2966 |     43.758 |     2.5
   63 |   1.2324 |     42.172 |   1.2991 |     44.403 |     2.5
   64 |   1.2257 |     42.101 |   1.2957 |     43.665 |     2.6
   65 |   1.2219 |     42.046 |   1.2871 |     43.358 |     2.6
   66 |   1.2148 |     41.491 |   1.2833 |     43.204 |     2.6
   67 |   1.2089 |     41.463 |   1.2828 |     43.112 |     2.7
   68 |   1.2071 |     41.084 |   1.2821 |     43.481 |     2.7
   69 |   1.2020 |     41.117 |   1.2748 |     42.681 |     2.8
   70 |   1.1957 |     40.898 |   1.2703 |     42.651 |     2.8
   71 |   1.1897 |     40.288 |   1.2749 |     42.405 |     2.8
   72 |   1.1860 |     40.392 |   1.2687 |     42.097 |     2.9
   73 |   1.1800 |     39.997 |   1.2690 |     42.189 |     2.9
   74 |   1.1729 |     39.739 |   1.2675 |     43.143 |     3.0
   75 |   1.1722 |     39.810 |   1.2627 |     42.282 |     3.0
   76 |   1.1669 |     39.678 |   1.2657 |     42.528 |     3.0
   77 |   1.1628 |     39.695 |   1.2635 |     42.005 |     3.1
   78 |   1.1575 |     39.140 |   1.2562 |     42.220 |     3.1
   79 |   1.1522 |     39.057 |   1.2590 |     42.097 |     3.2
   80 |   1.1475 |     39.134 |   1.2578 |     42.343 |     3.2
   81 |   1.1419 |     39.063 |   1.2514 |     42.066 |     3.2
   82 |   1.1396 |     38.717 |   1.2502 |     42.466 |     3.3
   83 |   1.1340 |     38.816 |   1.2474 |     42.128 |     3.3
   84 |   1.1329 |     38.717 |   1.2503 |     41.882 |     3.4
   85 |   1.1289 |     38.568 |   1.2474 |     41.574 |     3.4
   86 |   1.1218 |     38.376 |   1.2487 |     42.405 |     3.4
   87 |   1.1199 |     38.272 |   1.2472 |     41.759 |     3.5
   88 |   1.1142 |     38.123 |   1.2437 |     42.282 |     3.5
   89 |   1.1130 |     38.129 |   1.2531 |     42.097 |     3.6
   90 |   1.1083 |     37.860 |   1.2469 |     42.220 |     3.6
   91 |   1.1011 |     37.871 |   1.2455 |     42.159 |     3.6
   92 |   1.1014 |     37.525 |   1.2483 |     42.097 |     3.7
   93 |   1.0972 |     37.310 |   1.2422 |     41.851 |     3.7
   94 |   1.0953 |     37.563 |   1.2374 |     42.097 |     3.8
   95 |   1.0882 |     37.393 |   1.2378 |     42.097 |     3.8
   96 |   1.0890 |     37.217 |   1.2391 |     42.343 |     3.9
   97 |   1.0839 |     36.997 |   1.2388 |     42.097 |     3.9
   98 |   1.0769 |     36.948 |   1.2386 |     42.097 |     3.9
   99 |   1.0751 |     36.772 |   1.2352 |     41.451 |     4.0
  100 |   1.0733 |     36.887 |   1.2293 |     41.759 |     4.0
  101 |   1.0694 |     36.536 |   1.2380 |     41.667 |     4.1
  102 |   1.0689 |     36.646 |   1.2313 |     41.759 |     4.1
  103 |   1.0633 |     36.668 |   1.2346 |     41.974 |     4.1
  104 |   1.0623 |     36.805 |   1.2375 |     41.482 |     4.2
Early stopping

Model: Seq2Seq Multimodal Bi-LSTM
Source index: <Seq2Seq Index with 45 items>
Target index: <Seq2Seq Index with 34 items>
Encoder embedding dimension: 64
Descriptors dimension: 1136
Decoder embedding dimension: 128
Encoder hidden units: 128
Encoder layers: 3
Decoder hidden units: 64
Decoder layers: 3
Dropout: 0.2
Trainable parameters: 1,797,218

Training started
X_train.shape: torch.Size([3034, 702])
Y_train.shape: torch.Size([3034, 7])
X_dev.shape: torch.Size([542, 350])
Y_dev.shape: torch.Size([542, 7])
Epochs: 500
Learning rate: 0.0001
Weight decay: 1e-05
Epoch | Train                 | Development           | Minutes
      | Loss     | Error Rate | Loss     | Error Rate |
---------------------------------------------------------------
    1 |   3.3662 |     89.793 |   3.0362 |     83.333 |     0.1
    2 |   2.7827 |     78.911 |   2.6191 |     67.681 |     0.1
    3 |   2.5077 |     64.447 |   2.4010 |     59.317 |     0.2
    4 |   2.3318 |     58.773 |   2.2502 |     59.317 |     0.2
    5 |   2.2090 |     57.691 |   2.1479 |     59.317 |     0.3
    6 |   2.1192 |     57.009 |   2.0723 |     59.317 |     0.4
    7 |   2.0467 |     56.411 |   2.0099 |     59.317 |     0.4
    8 |   1.9823 |     55.537 |   1.9435 |     49.539 |     0.5
    9 |   1.9176 |     52.175 |   1.8848 |     49.385 |     0.6
   10 |   1.8592 |     49.824 |   1.8297 |     49.385 |     0.6
   11 |   1.8038 |     49.297 |   1.7781 |     49.385 |     0.7
   12 |   1.7521 |     48.989 |   1.7295 |     49.385 |     0.7
   13 |   1.7025 |     48.808 |   1.6836 |     49.385 |     0.8
   14 |   1.6584 |     48.731 |   1.6442 |     49.385 |     0.9
   15 |   1.6200 |     48.182 |   1.6093 |     47.202 |     0.9
   16 |   1.5878 |     46.446 |   1.5800 |     47.202 |     1.0
   17 |   1.5606 |     46.160 |   1.5560 |     47.202 |     1.0
   18 |   1.5381 |     46.155 |   1.5351 |     47.202 |     1.1
   19 |   1.5180 |     46.166 |   1.5179 |     47.202 |     1.2
   20 |   1.5016 |     46.144 |   1.5030 |     47.202 |     1.2
   21 |   1.4868 |     46.193 |   1.4900 |     47.202 |     1.3
   22 |   1.4745 |     46.177 |   1.4784 |     47.202 |     1.3
   23 |   1.4637 |     46.138 |   1.4672 |     47.202 |     1.4
   24 |   1.4528 |     46.094 |   1.4577 |     47.202 |     1.5
   25 |   1.4435 |     46.232 |   1.4493 |     47.202 |     1.5
   26 |   1.4354 |     46.094 |   1.4416 |     47.202 |     1.6
   27 |   1.4276 |     46.105 |   1.4343 |     47.202 |     1.7
   28 |   1.4187 |     46.122 |   1.4272 |     47.202 |     1.7
   29 |   1.4114 |     46.083 |   1.4218 |     47.202 |     1.8
   30 |   1.4055 |     45.940 |   1.4166 |     47.202 |     1.8
   31 |   1.3983 |     46.105 |   1.4101 |     47.202 |     1.9
   32 |   1.3915 |     46.122 |   1.4053 |     47.202 |     2.0
   33 |   1.3867 |     46.028 |   1.4007 |     47.202 |     2.0
   34 |   1.3788 |     45.951 |   1.3959 |     47.202 |     2.1
   35 |   1.3728 |     45.869 |   1.3908 |     47.202 |     2.1
   36 |   1.3653 |     45.776 |   1.3870 |     47.355 |     2.2
   37 |   1.3588 |     45.550 |   1.3804 |     47.109 |     2.3
   38 |   1.3516 |     45.419 |   1.3748 |     46.710 |     2.3
   39 |   1.3447 |     44.836 |   1.3703 |     46.494 |     2.4
   40 |   1.3365 |     44.479 |   1.3625 |     45.695 |     2.4
   41 |   1.3308 |     44.111 |   1.3589 |     46.125 |     2.5
   42 |   1.3220 |     43.793 |   1.3543 |     45.387 |     2.6
   43 |   1.3138 |     43.408 |   1.3485 |     44.865 |     2.6
   44 |   1.3076 |     43.392 |   1.3464 |     44.865 |     2.7
   45 |   1.3004 |     43.067 |   1.3433 |     45.018 |     2.7
   46 |   1.2932 |     42.738 |   1.3393 |     44.680 |     2.8
   47 |   1.2866 |     42.699 |   1.3339 |     44.926 |     2.9
   48 |   1.2796 |     42.677 |   1.3301 |     44.342 |     2.9
   49 |   1.2737 |     42.326 |   1.3244 |     44.619 |     3.0
   50 |   1.2663 |     42.051 |   1.3208 |     44.403 |     3.1
   51 |   1.2592 |     41.804 |   1.3198 |     44.434 |     3.1
