Model: Seq2Seq Multimodal Bi-LSTM
Source index: <Seq2Seq Index with 45 items>
Target index: <Seq2Seq Index with 34 items>
Encoder embedding dimension: 128
Descriptors dimension: 1136
Decoder embedding dimension: 64
Encoder hidden units: 32
Encoder layers: 2
Decoder hidden units: 64
Decoder layers: 2
Dropout: 0.1
Trainable parameters: 236,514

Training started
X_train.shape: torch.Size([3034, 702])
Y_train.shape: torch.Size([3034, 7])
X_dev.shape: torch.Size([542, 350])
Y_dev.shape: torch.Size([542, 7])
Epochs: 500
Learning rate: 0.0001
Weight decay: 0.0001
Epoch | Train                 | Development           | Minutes
      | Loss     | Error Rate | Loss     | Error Rate |
Decoder embedding dimension: 64
Encoder hidden units: 32
Encoder layers: 4
Decoder hidden units: 128
Decoder layers: 4
Dropout: 0.1
Trainable parameters: 832,866

Training started
X_train.shape: torch.Size([3034, 702])
Y_train.shape: torch.Size([3034, 7])
X_dev.shape: torch.Size([542, 350])
Y_dev.shape: torch.Size([542, 7])
Epochs: 500
Learning rate: 0.001
Weight decay: 0.0001
Epoch | Train                 | Development           | Minutes
      | Loss     | Error Rate | Loss     | Error Rate |
---------------------------------------------------------------
    1 |   2.3540 |     63.838 |   1.7533 |     49.385 |     0.0
    2 |   1.5430 |     47.122 |   1.4494 |     47.017 |     0.0
    3 |   1.4208 |     46.133 |   1.4188 |     47.017 |     0.1
    4 |   1.3885 |     46.012 |   1.3886 |     46.033 |     0.1
    5 |   1.3575 |     45.627 |   1.3565 |     46.433 |     0.1
    6 |   1.3192 |     44.150 |   1.3103 |     45.418 |     0.1
    7 |   1.2745 |     43.457 |   1.2778 |     44.280 |     0.2
    8 |   1.2417 |     42.688 |   1.2558 |     42.958 |     0.2
    9 |   1.2137 |     41.683 |   1.2310 |     42.405 |     0.2
   10 |   1.1847 |     40.969 |   1.2216 |     42.405 |     0.2
   11 |   1.1651 |     40.151 |   1.2113 |     41.882 |     0.2
   12 |   1.1356 |     39.019 |   1.1969 |     40.867 |     0.3
   13 |   1.0992 |     37.360 |   1.1762 |     39.022 |     0.3
   14 |   1.0778 |     36.541 |   1.1793 |     39.114 |     0.3
   15 |   1.0610 |     36.069 |   1.1680 |     39.576 |     0.3
   16 |   1.0203 |     34.399 |   1.1632 |     38.715 |     0.4
   17 |   0.9985 |     33.570 |   1.1519 |     37.331 |     0.4
   18 |   0.9764 |     32.910 |   1.1413 |     37.239 |     0.4
   19 |   0.9536 |     32.251 |   1.1197 |     37.177 |     0.4
   20 |   0.9271 |     30.993 |   1.1163 |     35.886 |     0.4
   21 |   0.9046 |     29.966 |   1.0963 |     35.148 |     0.5
   22 |   0.8870 |     29.340 |   1.0949 |     35.148 |     0.5
   23 |   0.8625 |     28.702 |   1.0920 |     35.609 |     0.5
   24 |   0.8319 |     27.384 |   1.0570 |     34.010 |     0.5
   25 |   0.8139 |     27.049 |   1.0635 |     33.887 |     0.6
   26 |   0.7947 |     26.505 |   1.0816 |     34.317 |     0.6
   27 |   0.7776 |     26.049 |   1.0840 |     34.379 |     0.6
   28 |   0.7534 |     24.973 |   1.0811 |     33.856 |     0.6
Early stopping

Model: Seq2Seq Multimodal Bi-LSTM
Source index: <Seq2Seq Index with 45 items>
Target index: <Seq2Seq Index with 34 items>
Encoder embedding dimension: 64
Descriptors dimension: 1136
Decoder embedding dimension: 64
Encoder hidden units: 64
Encoder layers: 3
Decoder hidden units: 64
Decoder layers: 4
Dropout: 0.1
Trainable parameters: 709,922

Training started
X_train.shape: torch.Size([3034, 702])
Y_train.shape: torch.Size([3034, 7])
X_dev.shape: torch.Size([542, 350])
Y_dev.shape: torch.Size([542, 7])
Epochs: 500
Learning rate: 0.001
Weight decay: 0.0001
Epoch | Train                 | Development           | Minutes
      | Loss     | Error Rate | Loss     | Error Rate |
---------------------------------------------------------------
    1 |   2.6232 |     70.094 |   2.0691 |     59.317 |     0.0
    2 |   1.8361 |     52.049 |   1.6598 |     49.385 |     0.0
    3 |   1.5550 |     46.413 |   1.4983 |     47.202 |     0.1
    4 |   1.4582 |     46.182 |   1.4453 |     47.202 |     0.1
    5 |   1.4261 |     46.248 |   1.4279 |     47.202 |     0.1
    6 |   1.4137 |     46.221 |   1.4187 |     47.048 |     0.1
    7 |   1.4060 |     46.171 |   1.4168 |     47.202 |     0.2
    8 |   1.4008 |     46.254 |   1.4132 |     47.202 |     0.2
    9 |   1.3975 |     46.105 |   1.4071 |     47.017 |     0.2
   10 |   1.3931 |     46.248 |   1.4028 |     46.986 |     0.2
   11 |   1.3890 |     46.155 |   1.3996 |     47.232 |     0.3
   12 |   1.3745 |     46.127 |   1.3878 |     46.740 |     0.3
   13 |   1.3556 |     45.820 |   1.3591 |     46.894 |     0.3
   14 |   1.3372 |     45.600 |   1.3349 |     45.910 |     0.3
   15 |   1.3151 |     45.539 |   1.3211 |     45.879 |     0.4
   16 |   1.3059 |     45.259 |   1.3075 |     45.203 |     0.4
   17 |   1.2865 |     44.606 |   1.3020 |     45.818 |     0.4
   18 |   1.2756 |     44.606 |   1.2907 |     45.049 |     0.4
   19 |   1.2625 |     44.199 |   1.2829 |     44.711 |     0.5
   20 |   1.2544 |     43.952 |   1.2843 |     44.434 |     0.5
   21 |   1.2421 |     43.507 |   1.2654 |     43.758 |     0.5
   22 |   1.2290 |     43.084 |   1.2625 |     43.296 |     0.5
   23 |   1.2233 |     42.820 |   1.2510 |     43.235 |     0.6
   24 |   1.2153 |     42.496 |   1.2501 |     43.573 |     0.6
   25 |   1.2056 |     42.276 |   1.2456 |     42.804 |     0.6
   26 |   1.1945 |     41.656 |   1.2384 |     43.758 |     0.6
   27 |   1.1825 |     41.244 |   1.2341 |     43.235 |     0.7
   28 |   1.1744 |     40.854 |   1.2229 |     43.481 |     0.7
   29 |   1.1617 |     40.337 |   1.2114 |     42.743 |     0.7
   30 |   1.1578 |     40.249 |   1.2080 |     41.451 |     0.7
   31 |   1.1439 |     39.414 |   1.2109 |     42.220 |     0.8
   32 |   1.1387 |     39.585 |   1.1983 |     40.990 |     0.8
   33 |   1.1309 |     39.145 |   1.1849 |     41.328 |     0.8
   34 |   1.1112 |     38.519 |   1.1722 |     41.052 |     0.8
   35 |   1.1007 |     38.025 |   1.1575 |     39.822 |     0.9
   36 |   1.0882 |     37.541 |   1.1461 |     40.221 |     0.9
   37 |   1.0772 |     37.354 |   1.1380 |     39.268 |     0.9
   38 |   1.0587 |     36.492 |   1.1358 |     39.545 |     0.9
   39 |   1.0485 |     36.042 |   1.1271 |     38.161 |     1.0
   40 |   1.0363 |     35.388 |   1.1124 |     38.130 |     1.0
   41 |   1.0231 |     35.349 |   1.1112 |     37.854 |     1.0
   42 |   1.0172 |     34.696 |   1.1128 |     38.653 |     1.0
   43 |   1.0028 |     34.503 |   1.1161 |     38.684 |     1.1
   44 |   0.9890 |     33.916 |   1.0874 |     37.669 |     1.1
   45 |   0.9748 |     33.811 |   1.0941 |     37.638 |     1.1
   46 |   0.9726 |     33.328 |   1.0784 |     36.839 |     1.1
   47 |   0.9575 |     32.702 |   1.0674 |     36.162 |     1.2
   48 |   0.9398 |     31.971 |   1.0599 |     36.501 |     1.2
   49 |   0.9320 |     31.795 |   1.0604 |     35.517 |     1.2
   50 |   0.9245 |     31.603 |   1.0719 |     36.255 |     1.2
   51 |   0.9121 |     31.191 |   1.0575 |     36.224 |     1.3
   52 |   0.8967 |     30.405 |   1.0447 |     34.717 |     1.3
   53 |   0.8923 |     30.213 |   1.0527 |     35.086 |     1.3
   54 |   0.8834 |     30.048 |   1.0445 |     35.793 |     1.3
   55 |   0.8787 |     29.977 |   1.0491 |     35.025 |     1.3
   56 |   0.8630 |     28.834 |   1.0504 |     35.025 |     1.4
   57 |   0.8575 |     29.252 |   1.0462 |     34.656 |     1.4
   58 |   0.8424 |     28.642 |   1.0445 |     34.717 |     1.4
Early stopping

Model: Seq2Seq Multimodal Bi-LSTM
Source index: <Seq2Seq Index with 45 items>
Target index: <Seq2Seq Index with 34 items>
Encoder embedding dimension: 64
Descriptors dimension: 1136
Decoder embedding dimension: 64
Encoder hidden units: 32
Encoder layers: 3
Decoder hidden units: 64
Decoder layers: 3
Dropout: 0.2
Trainable parameters: 325,314

Training started
X_train.shape: torch.Size([3034, 702])
Y_train.shape: torch.Size([3034, 7])
X_dev.shape: torch.Size([542, 350])
Y_dev.shape: torch.Size([542, 7])
Epochs: 500
Learning rate: 0.0001
Weight decay: 0.0001
Epoch | Train                 | Development           | Minutes
      | Loss     | Error Rate | Loss     | Error Rate |
---------------------------------------------------------------
    1 |   3.4394 |     89.881 |   3.1518 |     82.903 |     0.0
    2 |   2.8232 |     81.630 |   2.6405 |     67.681 |     0.0
    3 |   2.5154 |     64.947 |   2.4023 |     59.317 |     0.1
    4 |   2.3366 |     59.569 |   2.2639 |     59.317 |     0.1
    5 |   2.2256 |     58.641 |   2.1707 |     59.317 |     0.1
    6 |   2.1424 |     58.064 |   2.0946 |     59.317 |     0.1
    7 |   2.0711 |     57.284 |   2.0296 |     59.317 |     0.1
    8 |   2.0069 |     56.510 |   1.9655 |     57.780 |     0.1
    9 |   1.9453 |     55.004 |   1.9074 |     49.446 |     0.2
   10 |   1.8857 |     51.615 |   1.8531 |     49.385 |     0.2
   11 |   1.8297 |     49.907 |   1.8011 |     49.385 |     0.2
   12 |   1.7783 |     49.561 |   1.7551 |     49.385 |     0.2
   13 |   1.7316 |     49.275 |   1.7113 |     49.385 |     0.2
   14 |   1.6882 |     48.934 |   1.6714 |     49.385 |     0.2
   15 |   1.6479 |     48.671 |   1.6354 |     49.385 |     0.3
   16 |   1.6131 |     47.072 |   1.6041 |     47.202 |     0.3
   17 |   1.5833 |     46.287 |   1.5765 |     47.202 |     0.3
   18 |   1.5581 |     46.171 |   1.5552 |     47.202 |     0.3
   19 |   1.5379 |     46.166 |   1.5372 |     47.202 |     0.3
   20 |   1.5194 |     46.160 |   1.5217 |     47.202 |     0.4
   21 |   1.5048 |     46.166 |   1.5069 |     47.202 |     0.4
   22 |   1.4911 |     46.171 |   1.4936 |     47.202 |     0.4
   23 |   1.4790 |     46.193 |   1.4828 |     47.202 |     0.4
   24 |   1.4685 |     46.166 |   1.4739 |     47.202 |     0.4
   25 |   1.4582 |     46.182 |   1.4646 |     47.202 |     0.4
   26 |   1.4489 |     46.160 |   1.4562 |     47.202 |     0.5
   27 |   1.4403 |     46.144 |   1.4469 |     47.202 |     0.5
   28 |   1.4301 |     46.155 |   1.4393 |     47.202 |     0.5
   29 |   1.4210 |     46.199 |   1.4315 |     47.202 |     0.5
   30 |   1.4130 |     46.160 |   1.4213 |     47.202 |     0.5
   31 |   1.4024 |     46.188 |   1.4129 |     47.202 |     0.5
   32 |   1.3923 |     46.138 |   1.4054 |     47.263 |     0.6
   33 |   1.3823 |     46.028 |   1.3966 |     47.079 |     0.6
   34 |   1.3711 |     45.704 |   1.3852 |     46.248 |     0.6
   35 |   1.3627 |     45.276 |   1.3756 |     46.033 |     0.6
   36 |   1.3523 |     44.990 |   1.3712 |     46.033 |     0.6
   37 |   1.3454 |     44.919 |   1.3641 |     45.849 |     0.6
   38 |   1.3388 |     44.814 |   1.3594 |     45.664 |     0.7
   39 |   1.3325 |     44.534 |   1.3531 |     45.664 |     0.7
   40 |   1.3267 |     44.347 |   1.3469 |     45.510 |     0.7
   41 |   1.3187 |     44.034 |   1.3429 |     45.510 |     0.7
   42 |   1.3123 |     44.144 |   1.3389 |     45.387 |     0.7
   43 |   1.3071 |     43.930 |   1.3355 |     45.141 |     0.7
   44 |   1.3015 |     43.754 |   1.3296 |     45.387 |     0.8
   45 |   1.2949 |     43.584 |   1.3288 |     44.957 |     0.8
   46 |   1.2889 |     43.661 |   1.3243 |     44.957 |     0.8
   47 |   1.2837 |     43.326 |   1.3180 |     45.111 |     0.8
   48 |   1.2784 |     43.265 |   1.3160 |     44.988 |     0.8
   49 |   1.2722 |     43.375 |   1.3105 |     44.865 |     0.9
   50 |   1.2677 |     43.177 |   1.3093 |     44.803 |     0.9
   51 |   1.2615 |     42.908 |   1.3060 |     44.834 |     0.9
   52 |   1.2562 |     42.941 |   1.3047 |     44.772 |     0.9
   53 |   1.2499 |     42.815 |   1.3023 |     44.926 |     0.9
   54 |   1.2447 |     42.606 |   1.2982 |     44.465 |     0.9
   55 |   1.2428 |     42.672 |   1.2970 |     44.373 |     1.0
   56 |   1.2362 |     42.359 |   1.2905 |     44.373 |     1.0
   57 |   1.2334 |     42.375 |   1.2903 |     44.280 |     1.0
   58 |   1.2293 |     42.254 |   1.2886 |     44.342 |     1.0
   59 |   1.2251 |     42.200 |   1.2863 |     44.219 |     1.0
   60 |   1.2200 |     41.848 |   1.2861 |     44.065 |     1.0
   61 |   1.2168 |     41.886 |   1.2843 |     44.219 |     1.1
   62 |   1.2120 |     41.584 |   1.2775 |     43.512 |     1.1
   63 |   1.2072 |     41.568 |   1.2791 |     43.788 |     1.1
   64 |   1.2063 |     41.370 |   1.2760 |     43.635 |     1.1
   65 |   1.2002 |     41.348 |   1.2745 |     43.573 |     1.1
   66 |   1.1964 |     41.211 |   1.2740 |     43.788 |     1.1
   67 |   1.1943 |     41.139 |   1.2726 |     43.635 |     1.2
   68 |   1.1917 |     41.062 |   1.2702 |     43.481 |     1.2
   69 |   1.1854 |     40.848 |   1.2696 |     43.327 |     1.2
   70 |   1.1821 |     40.442 |   1.2695 |     42.927 |     1.2
   71 |   1.1786 |     40.271 |   1.2647 |     42.712 |     1.2
   72 |   1.1740 |     40.211 |   1.2648 |     43.081 |     1.2
   73 |   1.1710 |     39.942 |   1.2680 |     43.050 |     1.3
   74 |   1.1670 |     40.079 |   1.2642 |     43.081 |     1.3
   75 |   1.1641 |     39.991 |   1.2608 |     42.589 |     1.3
   76 |   1.1616 |     39.810 |   1.2584 |     42.435 |     1.3
   77 |   1.1568 |     39.623 |   1.2544 |     41.943 |     1.3
   78 |   1.1538 |     39.475 |   1.2553 |     42.497 |     1.3
   79 |   1.1502 |     39.359 |   1.2541 |     42.128 |     1.4
   80 |   1.1458 |     38.860 |   1.2533 |     42.189 |     1.4
   81 |   1.1423 |     39.002 |   1.2477 |     42.066 |     1.4
   82 |   1.1393 |     39.085 |   1.2523 |     42.128 |     1.4
   83 |   1.1364 |     38.546 |   1.2498 |     42.312 |     1.4
   84 |   1.1333 |     38.969 |   1.2465 |     41.913 |     1.4
   85 |   1.1266 |     38.673 |   1.2455 |     42.128 |     1.5
   86 |   1.1249 |     38.349 |   1.2444 |     41.790 |     1.5
   87 |   1.1210 |     38.080 |   1.2437 |     42.005 |     1.5
   88 |   1.1173 |     37.701 |   1.2435 |     41.667 |     1.5
   89 |   1.1154 |     38.250 |   1.2439 |     42.097 |     1.5
   90 |   1.1122 |     38.025 |   1.2411 |     41.759 |     1.5
   91 |   1.1079 |     37.761 |   1.2392 |     41.790 |     1.6
   92 |   1.1036 |     37.717 |   1.2423 |     42.343 |     1.6
   93 |   1.1037 |     37.651 |   1.2379 |     41.943 |     1.6
   94 |   1.0969 |     37.393 |   1.2388 |     41.667 |     1.6
   95 |   1.0956 |     37.256 |   1.2349 |     41.636 |     1.6
   96 |   1.0942 |     37.404 |   1.2371 |     41.544 |     1.7
   97 |   1.0866 |     36.844 |   1.2320 |     41.759 |     1.7
   98 |   1.0860 |     36.761 |   1.2307 |     41.175 |     1.7
   99 |   1.0821 |     36.904 |   1.2279 |     41.082 |     1.7
  100 |   1.0784 |     36.410 |   1.2319 |     41.451 |     1.7
  101 |   1.0750 |     36.333 |   1.2337 |     41.759 |     1.7
  102 |   1.0715 |     36.140 |   1.2279 |     40.990 |     1.8
  103 |   1.0714 |     36.190 |   1.2237 |     41.052 |     1.8
  104 |   1.0683 |     36.151 |   1.2240 |     40.652 |     1.8
  105 |   1.0638 |     35.767 |   1.2209 |     40.467 |     1.8
  106 |   1.0585 |     35.399 |   1.2272 |     41.175 |     1.8
  107 |   1.0575 |     35.739 |   1.2199 |     40.129 |     1.8
  108 |   1.0543 |     35.498 |   1.2268 |     40.529 |     1.9
  109 |   1.0491 |     34.899 |   1.2211 |     39.945 |     1.9
  110 |   1.0466 |     34.932 |   1.2191 |     40.406 |     1.9
  111 |   1.0417 |     34.503 |   1.2141 |     40.191 |     1.9
  112 |   1.0392 |     34.383 |   1.2147 |     39.606 |     1.9
  113 |   1.0361 |     34.289 |   1.2198 |     39.914 |     1.9
  114 |   1.0319 |     33.894 |   1.2092 |     39.760 |     2.0
  115 |   1.0307 |     34.262 |   1.2147 |     39.914 |     2.0
  116 |   1.0285 |     33.954 |   1.2118 |     40.129 |     2.0
  117 |   1.0249 |     33.734 |   1.2079 |     39.299 |     2.0
  118 |   1.0181 |     33.212 |   1.2085 |     39.852 |     2.0
  119 |   1.0120 |     32.982 |   1.1999 |     39.145 |     2.0
  120 |   1.0106 |     32.954 |   1.2048 |     39.176 |     2.1
  121 |   1.0044 |     32.976 |   1.2021 |     38.991 |     2.1
  122 |   1.0049 |     32.828 |   1.2029 |     38.868 |     2.1
  123 |   1.0020 |     32.877 |   1.1947 |     39.022 |     2.1
  124 |   0.9982 |     32.427 |   1.1963 |     39.084 |     2.1
  125 |   0.9956 |     32.498 |   1.1941 |     39.145 |     2.1
  126 |   0.9901 |     32.020 |   1.1965 |     38.469 |     2.2
  127 |   0.9868 |     32.086 |   1.1879 |     38.161 |     2.2
  128 |   0.9827 |     31.955 |   1.1837 |     38.438 |     2.2
  129 |   0.9777 |     31.702 |   1.1845 |     38.192 |     2.2
  130 |   0.9722 |     31.422 |   1.1826 |     37.700 |     2.2
  131 |   0.9671 |     31.065 |   1.1736 |     37.515 |     2.2
  132 |   0.9675 |     31.257 |   1.1813 |     37.300 |     2.3
  133 |   0.9622 |     31.207 |   1.1816 |     37.208 |     2.3
  134 |   0.9577 |     30.740 |   1.1738 |     36.900 |     2.3
  135 |   0.9550 |     30.653 |   1.1679 |     36.316 |     2.3
  136 |   0.9493 |     30.592 |   1.1677 |     36.747 |     2.3
  137 |   0.9428 |     29.977 |   1.1673 |     37.116 |     2.3
  138 |   0.9395 |     30.081 |   1.1636 |     36.777 |     2.4
  139 |   0.9339 |     29.873 |   1.1618 |     36.839 |     2.4
  140 |   0.9339 |     29.658 |   1.1624 |     36.531 |     2.4
  141 |   0.9309 |     29.862 |   1.1568 |     36.255 |     2.4
  142 |   0.9259 |     29.719 |   1.1512 |     35.824 |     2.4
  143 |   0.9193 |     29.576 |   1.1515 |     36.101 |     2.5
  144 |   0.9155 |     29.433 |   1.1520 |     36.255 |     2.5
  145 |   0.9077 |     29.027 |   1.1492 |     35.640 |     2.5
  146 |   0.9073 |     29.016 |   1.1527 |     35.793 |     2.5
  147 |   0.9051 |     28.955 |   1.1546 |     36.839 |     2.5
  148 |   0.9019 |     28.757 |   1.1420 |     35.855 |     2.5
  149 |   0.8958 |     28.477 |   1.1456 |     35.517 |     2.6
  150 |   0.8929 |     28.653 |   1.1486 |     35.517 |     2.6
  151 |   0.8876 |     28.582 |   1.1418 |     35.394 |     2.6
  152 |   0.8873 |     28.422 |   1.1400 |     35.670 |     2.6
  153 |   0.8819 |     28.153 |   1.1354 |     35.609 |     2.6
  154 |   0.8783 |     28.104 |   1.1434 |     35.824 |     2.6
  155 |   0.8780 |     28.269 |   1.1420 |     36.132 |     2.7
  156 |   0.8746 |     28.115 |   1.1383 |     35.301 |     2.7
  157 |   0.8695 |     27.763 |   1.1375 |     35.363 |     2.7
Early stopping

Model: Seq2Seq Multimodal Bi-LSTM
Source index: <Seq2Seq Index with 45 items>
Target index: <Seq2Seq Index with 34 items>
Encoder embedding dimension: 128
Descriptors dimension: 1136
Decoder embedding dimension: 64
Encoder hidden units: 128
Encoder layers: 3
Decoder hidden units: 128
Decoder layers: 3
Dropout: 0.1
Trainable parameters: 2,211,234

Training started
X_train.shape: torch.Size([3034, 702])
Y_train.shape: torch.Size([3034, 7])
X_dev.shape: torch.Size([542, 350])
Y_dev.shape: torch.Size([542, 7])
Epochs: 500
Learning rate: 0.001
Weight decay: 1e-05
Epoch | Train                 | Development           | Minutes
      | Loss     | Error Rate | Loss     | Error Rate |
---------------------------------------------------------------
    1 |   2.2311 |     61.047 |   1.6575 |     49.385 |     0.1
    2 |   1.5040 |     46.314 |   1.4411 |     47.017 |     0.1
    3 |   1.4195 |     46.039 |   1.4234 |     47.017 |     0.2
    4 |   1.4053 |     46.210 |   1.4159 |     47.202 |     0.2
    5 |   1.3958 |     46.083 |   1.3971 |     47.478 |     0.3
    6 |   1.3786 |     45.539 |   1.3702 |     45.879 |     0.4
    7 |   1.3514 |     44.622 |   1.3705 |     45.418 |     0.4
    8 |   1.3322 |     44.265 |   1.3448 |     45.172 |     0.5
    9 |   1.3173 |     43.930 |   1.3394 |     44.772 |     0.6
   10 |   1.3077 |     43.364 |   1.3109 |     44.711 |     0.6
   11 |   1.2885 |     42.848 |   1.2970 |     44.373 |     0.7
   12 |   1.2715 |     42.221 |   1.2952 |     44.034 |     0.8
   13 |   1.2597 |     41.991 |   1.2959 |     43.573 |     0.8
   14 |   1.2467 |     41.755 |   1.2681 |     42.927 |     0.9
   15 |   1.2276 |     41.436 |   1.2758 |     43.389 |     0.9
   16 |   1.2151 |     41.178 |   1.2571 |     42.405 |     1.0
   17 |   1.1993 |     40.612 |   1.2422 |     41.882 |     1.1
   18 |   1.1862 |     40.107 |   1.2474 |     42.343 |     1.1
   19 |   1.1680 |     39.722 |   1.2321 |     40.990 |     1.2
   20 |   1.1560 |     39.046 |   1.2262 |     40.068 |     1.3
   21 |   1.1389 |     38.744 |   1.2152 |     40.560 |     1.3
   22 |   1.1285 |     38.437 |   1.1902 |     40.129 |     1.4
   23 |   1.1095 |     37.722 |   1.1967 |     40.437 |     1.4
   24 |   1.0962 |     37.058 |   1.1865 |     40.129 |     1.5
   25 |   1.0775 |     36.574 |   1.1606 |     38.622 |     1.6
   26 |   1.0637 |     36.102 |   1.1669 |     39.299 |     1.6
   27 |   1.0570 |     35.943 |   1.1658 |     39.176 |     1.7
   28 |   1.0349 |     35.141 |   1.1595 |     38.161 |     1.8
   29 |   1.0265 |     34.893 |   1.1626 |     38.868 |     1.8
   30 |   1.0236 |     34.630 |   1.1480 |     37.854 |     1.9
   31 |   1.0104 |     34.509 |   1.1457 |     37.884 |     1.9
   32 |   0.9954 |     33.531 |   1.1601 |     38.438 |     2.0
   33 |   0.9682 |     32.718 |   1.1407 |     38.100 |     2.1
   34 |   0.9662 |     32.993 |   1.1272 |     36.931 |     2.1
   35 |   0.9501 |     32.476 |   1.1372 |     37.515 |     2.2
   36 |   0.9461 |     32.520 |   1.1199 |     37.515 |     2.3
   37 |   0.9314 |     31.916 |   1.1239 |     37.423 |     2.3
   38 |   0.9181 |     31.482 |   1.1394 |     37.884 |     2.4
   39 |   0.9099 |     31.438 |   1.1338 |     37.177 |     2.4
   40 |   0.9137 |     31.768 |   1.1408 |     36.593 |     2.5
   41 |   0.8940 |     31.004 |   1.1150 |     36.624 |     2.6
   42 |   0.8721 |     29.944 |   1.1375 |     36.808 |     2.6
   43 |   0.8634 |     29.625 |   1.1421 |     37.915 |     2.7
   44 |   0.8514 |     29.472 |   1.1321 |     37.392 |     2.8
   45 |   0.8416 |     29.191 |   1.1187 |     36.808 |     2.8
Early stopping

Model: Seq2Seq Multimodal Bi-LSTM
Source index: <Seq2Seq Index with 45 items>
Target index: <Seq2Seq Index with 34 items>
Encoder embedding dimension: 64
Descriptors dimension: 1136
Decoder embedding dimension: 64
Encoder hidden units: 64
Encoder layers: 3
Decoder hidden units: 64
Decoder layers: 4
Dropout: 0.1
Trainable parameters: 709,922

Training started
X_train.shape: torch.Size([3034, 702])
Y_train.shape: torch.Size([3034, 7])
X_dev.shape: torch.Size([542, 350])
Y_dev.shape: torch.Size([542, 7])
Epochs: 500
Learning rate: 0.001
Weight decay: 1e-05
Epoch | Train                 | Development           | Minutes
      | Loss     | Error Rate | Loss     | Error Rate |
---------------------------------------------------------------
    1 |   2.5541 |     68.221 |   1.9939 |     54.336 |     0.0
    2 |   1.7631 |     49.626 |   1.5944 |     47.202 |     0.1
    3 |   1.5105 |     46.259 |   1.4747 |     47.202 |     0.1
    4 |   1.4422 |     46.138 |   1.4390 |     47.017 |     0.1
    5 |   1.4191 |     46.281 |   1.4272 |     47.202 |     0.1
    6 |   1.4095 |     46.221 |   1.4187 |     47.263 |     0.2
    7 |   1.4028 |     46.177 |   1.4105 |     47.017 |     0.2
    8 |   1.3979 |     46.248 |   1.4065 |     47.017 |     0.2
    9 |   1.3923 |     46.276 |   1.4028 |     47.202 |     0.2
   10 |   1.3856 |     46.226 |   1.3965 |     47.202 |     0.3
   11 |   1.3777 |     46.232 |   1.3957 |     47.202 |     0.3
   12 |   1.3735 |     46.193 |   1.3830 |     47.048 |     0.3
   13 |   1.3645 |     46.001 |   1.3728 |     46.371 |     0.3
   14 |   1.3537 |     44.748 |   1.3686 |     44.895 |     0.4
   15 |   1.3374 |     44.303 |   1.3460 |     45.049 |     0.4
   16 |   1.3236 |     44.040 |   1.3456 |     45.449 |     0.4
   17 |   1.3113 |     43.573 |   1.3300 |     44.157 |     0.4
   18 |   1.3000 |     43.348 |   1.3124 |     44.004 |     0.5
   19 |   1.2861 |     42.815 |   1.3030 |     43.819 |     0.5
   20 |   1.2715 |     42.557 |   1.2869 |     43.942 |     0.5
   21 |   1.2573 |     42.359 |   1.2728 |     43.204 |     0.5
   22 |   1.2403 |     41.892 |   1.2744 |     43.389 |     0.6
   23 |   1.2374 |     41.963 |   1.2414 |     41.882 |     0.6
   24 |   1.2182 |     41.189 |   1.2265 |     41.728 |     0.6
   25 |   1.2003 |     40.661 |   1.2221 |     41.667 |     0.6
   26 |   1.1922 |     40.348 |   1.2080 |     41.513 |     0.7
   27 |   1.1723 |     39.689 |   1.1950 |     40.806 |     0.7
   28 |   1.1582 |     39.288 |   1.1876 |     41.144 |     0.7
   29 |   1.1533 |     39.129 |   1.1911 |     40.437 |     0.7
   30 |   1.1400 |     38.783 |   1.1815 |     40.621 |     0.8
   31 |   1.1202 |     38.019 |   1.1620 |     39.699 |     0.8
   32 |   1.1106 |     37.508 |   1.1698 |     38.622 |     0.8
   33 |   1.0977 |     36.767 |   1.1452 |     38.469 |     0.8
   34 |   1.0918 |     36.591 |   1.1329 |     37.884 |     0.9
   35 |   1.0707 |     35.910 |   1.1370 |     38.192 |     0.9
   36 |   1.0583 |     35.047 |   1.1340 |     38.499 |     0.9
   37 |   1.0466 |     35.196 |   1.1095 |     36.439 |     0.9
   38 |   1.0377 |     35.256 |   1.1063 |     36.993 |     1.0
   39 |   1.0266 |     34.042 |   1.1073 |     36.316 |     1.0
   40 |   1.0189 |     34.053 |   1.1158 |     36.747 |     1.0
   41 |   0.9984 |     32.982 |   1.0759 |     35.578 |     1.0
   42 |   0.9852 |     32.938 |   1.0945 |     36.378 |     1.1
   43 |   0.9749 |     32.795 |   1.0857 |     35.547 |     1.1
   44 |   0.9634 |     32.443 |   1.0963 |     36.501 |     1.1
   45 |   0.9576 |     31.955 |   1.0796 |     36.285 |     1.1
Early stopping

Model: Seq2Seq Multimodal Bi-LSTM
Source index: <Seq2Seq Index with 45 items>
Target index: <Seq2Seq Index with 34 items>
Encoder embedding dimension: 128
Descriptors dimension: 1136
Decoder embedding dimension: 64
Encoder hidden units: 128
Encoder layers: 3
Decoder hidden units: 64
Decoder layers: 3
Dropout: 0.0
Trainable parameters: 1,847,074

Training started
X_train.shape: torch.Size([3034, 702])
Y_train.shape: torch.Size([3034, 7])
X_dev.shape: torch.Size([542, 350])
Y_dev.shape: torch.Size([542, 7])
Epochs: 500
Learning rate: 0.0001
Weight decay: 0.0001
Epoch | Train                 | Development           | Minutes
