#epochs,encoder_embedding_dim,decoder_embedding_dim,enc_layers,dec_layers,enc_hidden_units,dec_hidden_units,dropout,weight_decay,learning_rate,Precisionatn nivel1,Precisionatn nivel2,Precisionatn nivel3,Precisionatn nivel4,Precision nivel1,Precision nivel2,Precision nivel3,Precision nivel4,Recall nivel1,Recall nivel2,Recall nivel3,Recall nivel4,Drugs that have at least one match
121,64,128,2,4,64,128,0.0,1e-05,0.0001,31.433823529411764,49.707602339181285,62.35294117647059,56.60377358490566,0.18518518518518515,0.46206896551724136,0.675925925925926,0.49038461538461536,0.3494832041343669,0.48659003831417624,0.6921296296296297,0.5769230769230769,"[145, 72, 52, 30]"
61,64,128,4,4,64,32,0.0,1e-05,0.001,30.698529411764707,45.50898203592814,65.78947368421053,66.0,0.1851851851851852,0.4172494172494173,0.6512820512820512,0.548611111111111,0.34840654608096466,0.43745143745143744,0.7061538461538461,0.6770833333333334,"[143, 65, 48, 33]"
49,128,64,3,4,64,32,0.0,1e-05,0.001,34.55882352941176,53.72340425531915,66.33663366336634,68.65671641791045,0.18518518518518523,0.530982905982906,0.7203065134099617,0.5833333333333334,0.37532299741602065,0.5377492877492878,0.7222222222222222,0.696969696969697,"[156, 87, 66, 46]"
174,128,64,2,2,32,64,0.0,0.0001,0.0001,30.514705882352942,51.80722891566265,62.7906976744186,64.81481481481481,0.18518518518518523,0.511990407673861,0.6486486486486486,0.5192307692307693,0.327390180878553,0.5255795363709033,0.6675675675675675,0.6442307692307693,"[139, 74, 52, 34]"
71,128,128,4,4,64,64,0.0,0.0001,0.001,33.088235294117645,44.44444444444444,58.75,57.446808510638306,0.1851851851851853,0.45940170940170943,0.5717592592592593,0.47407407407407415,0.3702411714039621,0.443019943019943,0.6018518518518519,0.5777777777777777,"[156, 72, 45, 27]"
211,64,64,2,3,128,64,0.2,0.0001,0.0001,28.125,36.60130718954248,60.71428571428571,58.82352941176471,0.1851851851851853,0.3383838383838384,0.6145833333333334,0.4393939393939394,0.32041343669250644,0.3526936026936027,0.6770833333333334,0.6060606060606061,"[132, 48, 33, 20]"
183,128,64,2,4,32,128,0.0,0.0001,0.0001,31.433823529411764,35.67251461988304,60.65573770491803,59.45945945945946,0.18690783807062872,0.3241379310344828,0.6274509803921569,0.5,0.3522825150732128,0.33831417624521076,0.6483660130718953,0.5857142857142857,"[145, 51, 35, 21]"
194,64,128,3,3,32,32,0.0,1e-05,0.0001,29.963235294117645,30.061349693251532,53.06122448979592,46.15384615384615,0.1869078380706288,0.28297362110311747,0.4964539007092199,0.36538461538461536,0.3389319552110249,0.32454036770583533,0.5425531914893617,0.46153846153846156,"[139, 47, 26, 12]"
224,32,128,2,4,32,128,0.0,0.0001,0.0001,31.801470588235293,36.41618497109826,68.25396825396825,53.48837209302325,0.18690783807062886,0.33105022831050224,0.6982758620689655,0.4880952380952381,0.35012919896640826,0.38089802130898026,0.7068965517241379,0.5476190476190477,"[146, 58, 42, 23]"
323,64,32,3,3,64,32,0.2,0.0001,0.0001,29.22794117647059,33.33333333333333,37.735849056603776,70.0,0.18776916451335046,0.2631578947368421,0.43478260869565216,0.5,0.326442721791559,0.3458646616541353,0.42391304347826086,0.7,"[133, 46, 20, 14]"
77,128,64,4,4,32,32,0.1,1e-05,0.001,28.676470588235293,32.05128205128205,64.0,37.5,0.18863049095607234,0.2869047619047619,0.6276595744680851,0.30107526881720426,0.33888888888888885,0.33214285714285713,0.6382978723404256,0.3870967741935484,"[140, 47, 31, 12]"
161,64,32,2,4,128,128,0.2,1e-05,0.0001,31.61764705882353,38.372093023255815,54.54545454545454,52.77777777777778,0.19035314384151594,0.363013698630137,0.5964912280701754,0.4,0.35658914728682173,0.3736681887366819,0.5964912280701754,0.5285714285714286,"[146, 57, 35, 19]"
325,32,32,2,4,32,64,0.2,1e-05,0.0001,30.330882352941174,37.57575757575757,58.06451612903226,44.44444444444444,0.1912144702842378,0.34436274509803916,0.5818181818181818,0.37142857142857144,0.3316106804478897,0.3758169934640523,0.6151515151515152,0.45714285714285713,"[136, 55, 35, 16]"
40,64,128,2,4,64,64,0.0,1e-05,0.001,31.433823529411764,47.953216374269005,65.85365853658537,66.66666666666666,0.19121447028423783,0.40344827586206894,0.7285714285714285,0.6442307692307693,0.3505598621877692,0.46590038314176246,0.7033333333333334,0.6826923076923077,"[145, 70, 52, 36]"
131,32,64,3,3,128,128,0.2,1e-05,0.0001,33.27205882352941,53.03867403314917,67.70833333333334,73.84615384615385,0.19379844961240303,0.5121412803532008,0.6991869918699188,0.6693121693121694,0.3667958656330749,0.5202354672553348,0.733739837398374,0.746031746031746,"[151, 82, 63, 47]"
148,128,64,3,3,32,64,0.1,1e-05,0.0001,31.801470588235293,39.30635838150289,64.70588235294117,63.63636363636363,0.19379844961240317,0.3892694063926941,0.6693989071038251,0.5,0.3548664944013781,0.4048706240487063,0.6939890710382514,0.6363636363636364,"[146, 61, 44, 28]"
