#epochs,encoder_embedding_dim,decoder_embedding_dim,enc_layers,dec_layers,enc_hidden_units,dec_hidden_units,dropout,weight_decay,learning_rate,Precision nivel1,Precision nivel2,Precision nivel3,Precision nivel4,Recall nivel1,Recall nivel2,Recall nivel3,Recall nivel4,Drugs that have at least one match,Precision,Recall,F1,F1 nivel1
35,64,64,2,3,64,128,0.2,1e-05,0.001,0.4543568464730289,0.7663288288288285,0.7321428571428572,0.6030303030303028,0.5975103734439834,0.8423423423423425,0.8630952380952381,0.8037878787878787,"[296, 252, 220, 179]",0.125172890733057,0.3531293222683265,0.1822747331046086,0.516192393626163
40,128,128,2,3,128,128,0.1,0.0001,0.001,0.4858229598893499,0.7204125950054289,0.6956815114709853,0.6357142857142855,0.6236168741355465,0.7918023887079262,0.8414304993252361,0.8325396825396825,"[307, 247, 210, 176]",0.1234439834024899,0.3528699861687414,0.1812981624184943,0.5461628226027382
27,128,128,2,2,32,64,0.1,0.0001,0.001,0.442600276625173,0.7393018018018017,0.7348484848484846,0.6223832528180352,0.5982019363762102,0.8091216216216216,0.8443526170798898,0.8429951690821256,"[296, 242, 207, 175]",0.1230982019363765,0.3488070539419087,0.1794788429643201,0.5087697531970427
28,128,128,3,2,128,128,0.2,0.0001,0.001,0.4951590594744122,0.7325581395348836,0.7069892473118278,0.562980030721966,0.6120331950207469,0.8131229235880398,0.8581989247311828,0.7926267281105991,"[301, 248, 217, 173]",0.1224066390041496,0.3441390041493776,0.1780561992180249,0.5474275673139972
35,64,64,3,2,64,64,0.1,0.0001,0.001,0.5152143845089903,0.7157836644591613,0.7139001349527663,0.5426356589147283,0.6077109266943291,0.8112582781456954,0.8603238866396761,0.7976744186046512,"[302, 247, 215, 173]",0.121023513139696,0.3457814661134163,0.1776394651913324,0.5576531367356737
30,64,64,2,2,32,64,0.2,1e-05,0.001,0.4640387275242048,0.7194444444444443,0.7236111111111112,0.6011058451816744,0.6058091286307054,0.7944444444444446,0.8659722222222221,0.8104265402843602,"[300, 240, 211, 172]",0.1196403872752423,0.3471645919778701,0.1767404333794375,0.5255306080299978
39,128,64,4,3,64,128,0.2,1e-05,0.001,0.478561549100968,0.7188552188552185,0.7182705718270572,0.583333333333333,0.6004495159059474,0.7962962962962964,0.8849372384937237,0.793613707165109,"[297, 239, 214, 173]",0.1213692946058094,0.3399896265560166,0.1763964481806805,0.5326211376470636
51,128,64,2,3,128,128,0.2,0.0001,0.001,0.469571230982019,0.7162629757785466,0.7027777777777777,0.6274038461538459,0.5836791147994468,0.8183391003460209,0.8548611111111111,0.8189102564102563,"[289, 240, 208, 173]",0.1203319502074691,0.3434474412171508,0.1761198230077898,0.5204440170043654
33,128,64,3,3,64,128,0.1,1e-05,0.001,0.4820193637621021,0.7359234234234234,0.7244897959183673,0.5241433021806853,0.6023513139695713,0.8158783783783784,0.8629251700680272,0.7788161993769471,"[296, 245, 214, 168]",0.1203319502074691,0.3339384508990319,0.1741538083861735,0.5355087574448866
33,64,64,3,3,64,128,0.2,0.0001,0.001,0.4737206085753802,0.7370495495495495,0.7083333333333329,0.5849056603773582,0.5956085753803597,0.8018018018018019,0.875,0.7932389937106917,"[296, 240, 212, 170]",0.1196403872752423,0.3348029045643154,0.1736993527449959,0.527717864686236
30,128,128,4,3,64,128,0.1,0.0001,0.001,0.4585062240663903,0.7157210401891253,0.7008733624454148,0.6258503401360541,0.5700207468879668,0.7981678486997638,0.8435225618631732,0.851190476190476,"[282, 229, 196, 169]",0.1182572614107886,0.3282330567081605,0.1708046679001036,0.5082181949056608
33,128,128,4,3,64,128,0.1,1e-05,0.001,0.470954356846473,0.7212543554006967,0.6908831908831911,0.6102941176470587,0.5816044260027662,0.7987804878048781,0.8632478632478633,0.812908496732026,"[287, 234, 204, 167]",0.1168741355463349,0.3309128630705394,0.170595402753079,0.520463356252147
43,128,64,4,2,64,64,0.2,0.0001,0.001,0.503457814661134,0.7418300653594769,0.6825396825396826,0.5404984423676009,0.6153181189488244,0.8137254901960784,0.8392857142857143,0.7725856697819315,"[306, 252, 214, 167]",0.1161825726141081,0.3301348547717843,0.1695203367402537,0.5537958159106711
36,64,64,2,4,64,128,0.1,0.0001,0.001,0.4882434301521437,0.7436781609195401,0.6839557399723373,0.5568910256410255,0.5845435684647303,0.8275862068965518,0.8547717842323651,0.7660256410256411,"[290, 241, 208, 161]",0.1127247579529739,0.3189834024896266,0.1646084436540868,0.5320712449135852
26,64,128,3,3,64,128,0.2,1e-05,0.001,0.4640387275242044,0.7348224513172967,0.7194092827004218,0.5461165048543689,0.5886929460580912,0.8064146620847652,0.860759493670886,0.7597087378640777,"[291, 237, 206, 158]",0.1106500691562934,0.3167358229598894,0.1624942369755647,0.518985668326463
53,128,64,4,4,64,128,0.1,1e-05,0.001,0.4578146611341629,0.7131642512077292,0.7165178571428571,0.5731292517006801,0.5553250345781466,0.8025362318840581,0.8638392857142856,0.8001700680272109,"[276, 224, 196, 160]",0.1106500691562934,0.3118084370677732,0.160944956380641,0.5018773691341064
35,64,128,2,4,64,128,0.1,0.0001,0.001,0.4806362378976486,0.7136904761904762,0.6762536873156344,0.588487972508591,0.5643153526970954,0.7976190476190477,0.8473451327433628,0.79553264604811,"[280, 226, 194, 156]",0.1092669432918397,0.3099066390041494,0.1593840000479004,0.5191253079079832
70,128,128,3,4,32,64,0.1,1e-05,0.001,0.4280774550484097,0.746783625730994,0.6527777777777781,0.6142611683848795,0.575207468879668,0.7947368421052632,0.8355263157894736,0.7878006872852235,"[285, 228, 194, 154]",0.107883817427386,0.306881051175657,0.1579002832114865,0.49085427983665647
53,64,64,3,3,128,128,0.2,1e-05,0.001,0.4626556016597506,0.7193939393939395,0.6517857142857141,0.5860215053763439,0.5541147994467497,0.8054545454545455,0.8244047619047619,0.8046594982078853,"[275, 224, 186, 152]",0.1071922544951592,0.3005705394190872,0.1556495602138755,0.5042717916407079
47,64,64,3,2,128,64,0.1,0.0001,0.001,0.4854771784232364,0.7129629629629628,0.7031473533619457,0.4871794871794871,0.5793568464730291,0.8038194444444445,0.8211731044349069,0.7572649572649572,"[288, 233, 195, 148]",0.1051175656984787,0.2933091286307054,0.1520303808685551,0.5282786247430639
55,64,64,3,3,128,128,0.1,0.0001,0.001,0.475103734439834,0.6918671248568158,0.6710144927536233,0.5423280423280421,0.581777316735823,0.7869415807560137,0.8130434782608695,0.763668430335097,"[291, 230, 189, 147]",0.1030428769017982,0.2868257261410789,0.1487357271589636,0.5230571131653988
32,128,64,4,4,32,128,0.1,0.0001,0.001,0.4709543568464728,0.7054545454545457,0.7469135802469135,0.501763668430335,0.5489280774550485,0.78,0.8657407407407407,0.7583774250440918,"[275, 216, 189, 145]",0.1009681881051177,0.2844917012448133,0.1469655056791986,0.5069605299161049
57,128,128,4,3,64,64,0.1,1e-05,0.001,0.4177040110650069,0.6798742138364778,0.7352941176470585,0.5769230769230768,0.5350968188105117,0.7566037735849057,0.8823529411764705,0.7637362637362637,"[265, 204, 182, 141]",0.0975103734439835,0.2784405255878285,0.142648177088011,0.4691685408260557
46,128,64,4,3,32,64,0.2,0.0001,0.001,0.4730290456431532,0.7259786476868328,0.652173913043478,0.5253054101221639,0.5639695712309821,0.8119810201660737,0.8195652173913043,0.724258289703316,"[281, 230, 191, 140]",0.0968188105117566,0.2783540802213001,0.1423697556477639,0.5145117528802821
69,128,64,4,4,32,64,0.2,1e-05,0.001,0.4163208852005531,0.7111111111111111,0.7057416267942581,0.5297951582867784,0.5442600276625174,0.7675925925925927,0.8429027113237639,0.7644320297951583,"[270, 209, 179, 139]",0.0975103734439835,0.2734266943291839,0.1414428816918443,0.47177039114879105
43,64,64,4,4,64,128,0.1,1e-05,0.001,0.4799446749654215,0.6433691756272403,0.6714285714285716,0.4787037037037036,0.5599930843706777,0.7467144563918758,0.8476190476190476,0.6712962962962964,"[279, 210, 180, 122]",0.0850622406639004,0.2391943291839557,0.123393089160724,0.5168880472861184
40,128,64,4,4,32,64,0.1,1e-05,0.001,0.4301521438450898,0.7352150537634411,0.6715686274509802,0.446360153256705,0.4972337482710926,0.8185483870967742,0.8431372549019608,0.6685823754789273,"[248, 204, 174, 117]",0.082295988934993,0.2314142461964038,0.1194808188584122,0.4612668030195669
68,64,64,4,4,64,64,0.2,0.0001,0.001,0.417704011065007,0.7061068702290078,0.6427392739273928,0.5093167701863355,0.5233402489626556,0.7652671755725191,0.7821782178217822,0.7163561076604555,"[262, 202, 161, 116]",0.0816044260027662,0.2297717842323651,0.1187578212474478,0.46459307054704246
47,64,128,3,4,64,64,0.1,0.0001,0.001,0.3983402489626556,0.6809701492537313,0.6716666666666667,0.5569358178053829,0.5380359612724759,0.7375621890547265,0.795,0.7039337474120083,"[268, 200, 161, 115]",0.0795297372060857,0.2240663900414937,0.1158828953434762,0.45776767162916704
67,128,128,4,4,128,64,0.1,0.0001,0.001,0.4024896265560166,0.6931972789115645,0.7207207207207206,0.4752688172043012,0.4889349930843707,0.7510204081632653,0.8234234234234233,0.7172043010752688,"[245, 185, 155, 113]",0.0788381742738589,0.2196576763485477,0.1139483154005975,0.44152081609791116
42,64,64,4,3,128,128,0.1,1e-05,0.001,0.4432918395573997,0.6238471673254283,0.6994535519125682,0.4225053078556264,0.5108921161825727,0.7147562582345192,0.8469945355191257,0.6539278131634819,"[253, 183, 157, 103]",0.0733056708160442,0.2081604426002765,0.1073305670816044,0.4746973675999696
62,128,128,3,4,128,64,0.1,0.0001,0.001,0.3955739972337483,0.6639566395663958,0.6880570409982175,0.4808558558558559,0.4917012448132781,0.7540650406504065,0.7807486631016043,0.7072072072072072,"[246, 187, 148, 105]",0.073997233748271,0.2082468879668049,0.1073093112512199,0.43843041626374907
44,64,128,2,4,64,64,0.2,0.0001,0.001,0.29253112033195,0.7402777777777777,0.7646520146520147,0.5076754385964912,0.4785615491009682,0.7506944444444446,0.824175824175824,0.6787280701754386,"[240, 182, 152, 104]",0.0733056708160442,0.20850622406639,0.1071692023974181,0.3631058928604654
44,64,64,3,4,128,128,0.2,1e-05,0.001,0.4038727524204702,0.6495901639344263,0.6178637200736647,0.4736211031175061,0.4918741355463347,0.7329234972677596,0.7569060773480663,0.6678657074340528,"[244, 181, 139, 94]",0.0670816044260026,0.1836964038727524,0.0962443043355906,0.4435506584197019
45,64,64,3,3,128,64,0.1,0.0001,0.001,0.4114799446749654,0.6248391248391245,0.6747747747747749,0.4243421052631581,0.5198824343015215,0.7065637065637066,0.8189189189189189,0.6041666666666666,"[259, 185, 152, 93]",0.0650069156293221,0.1822268326417704,0.0946749654218533,0.4593726354696941
38,64,128,3,3,128,64,0.2,0.0001,0.001,0.3762102351313969,0.6652892561983472,0.6409523809523809,0.4322916666666667,0.4818464730290457,0.71900826446281,0.72,0.6510416666666666,"[242, 175, 128, 84]",0.0594744121715075,0.1663208852005532,0.0863531581373905,0.42252586149957816
45,64,128,3,3,128,64,0.2,1e-05,0.001,0.3824343015214385,0.6430615164520743,0.5943775100401606,0.4453781512605043,0.4650760719225449,0.7081545064377682,0.7048192771084337,0.6330532212885154,"[233, 166, 119, 76]",0.053250345781466,0.1463520055325034,0.0763272918874578,0.41972593679831477
30,128,128,4,2,128,64,0.1,1e-05,0.001,0.3609958506224069,0.6215596330275229,0.6111111111111112,0.3685015290519877,0.4387966804979253,0.6926605504587156,0.6993464052287581,0.5657492354740061,"[218, 153, 109, 62]",0.0442600276625172,0.1179979253112033,0.0624960332429212,0.3961121785039639
41,128,64,3,4,128,64,0.2,1e-05,0.001,0.338865836791148,0.4245439469320065,0.448377581120944,0.3809523809523809,0.4041320885200553,0.5588723051409619,0.495575221238938,0.4642857142857143,"[201, 113, 56, 26]",0.0179806362378976,0.051521438450899,0.026417704011065,0.3686324111689626
30,128,128,4,4,128,64,0.2,1e-05,0.001,0.2780082987551865,0.3858024691358025,0.3987538940809969,0.2386363636363636,0.4338692946058091,0.4899691358024691,0.411214953271028,0.3181818181818182,"[216, 107, 44, 14]",0.0096818810511756,0.0280082987551867,0.0143153526970954,0.33887641808191415
