#epochs,embedding_dim,feedforward_dim,enc_layers,dec_layers,attention_heads,dropout,weight_decay,learning_rate,Precision nivel1,Precision nivel2,Precision nivel3,Precision nivel4,Recall nivel1,Recall nivel2,Recall nivel3,Recall nivel4,Drugs that have at least one match,F1 nivel1,F1 nivel4,F1 promedio
12,128,128,2,3,4,0.1,0.0001,0.001,0.3326417704011065,0.5358255451713395,0.6165501165501166,0.4503205128205128,0.4284232365145228,0.6682242990654206,0.7202797202797203,0.592948717948718,"[214, 143, 104, 63]",0.3745053644043352,0.5118850683366811,0.4431952163705082
13,128,128,2,4,2,0.1,1e-05,0.001,0.3298755186721991,0.5875190258751903,0.6344444444444445,0.4434782608695652,0.4382780082987552,0.682648401826484,0.7544444444444445,0.5884057971014492,"[219, 150, 115, 69]",0.3764278369723272,0.5057645334636052,0.4410961852179662
16,128,256,4,2,4,0.0,1e-05,0.0001,0.2524204702627939,0.5416666666666666,0.568870523415978,0.5164609053497942,0.3684301521438451,0.6557971014492754,0.650137741046832,0.6440329218106996,"[184, 121, 81, 53]",0.2995867569646415,0.573234976505268,0.43641086673495477
16,128,256,2,2,4,0.2,1e-05,0.001,0.2849239280774552,0.5506535947712417,0.6153846153846154,0.4858156028368794,0.4107883817427386,0.6348039215686274,0.7230769230769231,0.5921985815602837,"[204, 130, 94, 57]",0.3364708017455434,0.5337579320642031,0.43511436690487326
24,128,128,2,2,4,0.0,1e-05,0.0001,0.2766251728907331,0.6161137440758294,0.668918918918919,0.4789789789789789,0.4227178423236514,0.7014218009478673,0.7443693693693694,0.5930930930930931,"[211, 148, 111, 67]",0.3344121373141371,0.5299627358450887,0.4321874365796129
9,128,128,2,3,2,0.0,1e-05,0.001,0.2849239280774551,0.6235194585448391,0.7163120567375888,0.4635854341736695,0.3981673582295988,0.7131979695431472,0.8262411347517731,0.619047619047619,"[197, 141, 119, 75]",0.3321588490824494,0.5301546232982196,0.4311567361903345
19,64,128,2,4,4,0.2,0.0001,0.001,0.3022130013831259,0.6339421613394216,0.6946236559139786,0.4513888888888889,0.4406984785615491,0.7016742770167429,0.7623655913978495,0.5680555555555556,"[219, 155, 120, 69]",0.3585482618224751,0.5030464729034212,0.43079736736294816
33,128,128,4,2,2,0.1,1e-05,0.0001,0.296680497925311,0.5594679186228482,0.6779448621553884,0.4454828660436137,0.4289419087136929,0.6228482003129892,0.7982456140350878,0.5482866043613708,"[213, 133, 107, 60]",0.3507573578044778,0.4915673004619186,0.4211623291331982
23,128,64,4,4,4,0.1,1e-05,0.001,0.2873443983402488,0.5779320987654321,0.5791962174940899,0.4276094276094276,0.4391424619640387,0.6504629629629629,0.6914893617021277,0.5353535353535354,"[216, 141, 99, 53]",0.347384470149563,0.4754538390902027,0.4114191546198829
41,128,128,2,2,2,0.1,0.0001,0.0001,0.2980636237897649,0.6235489220563847,0.6087470449172575,0.4135802469135803,0.4023167358229599,0.6990049751243781,0.7541371158392435,0.5648148148148148,"[201, 141, 108, 61]",0.3424310306387474,0.47750905479612105,0.4099700427174342
19,128,128,2,2,2,0.1,1e-05,0.0001,0.2897648686030428,0.5790378006872854,0.6507936507936508,0.4166666666666667,0.3867565698478561,0.6494845360824743,0.7208994708994709,0.5742753623188406,"[194, 126, 92, 54]",0.3313079535215981,0.48293723339427175,0.4071225934579349
10,64,128,2,3,2,0.0,1e-05,0.001,0.2600276625172892,0.5663349917081262,0.6456692913385826,0.4432624113475177,0.4035269709543568,0.6318407960199005,0.7230971128608924,0.5673758865248226,"[201, 127, 94, 54]",0.3162608464384329,0.4976981460744058,0.4069794962564194
38,128,128,4,4,2,0.1,1e-05,0.001,0.2510373443983402,0.4930139720558882,0.6039755351681957,0.4699074074074074,0.3329875518672199,0.6497005988023952,0.6529051987767583,0.5949074074074073,"[167, 109, 72, 44]",0.2862628332215531,0.5250704508856683,0.4056666420536107
15,128,64,4,2,4,0.0,1e-05,0.001,0.2676348547717843,0.4963768115942027,0.5585585585585585,0.446078431372549,0.3706777316735822,0.6005434782608695,0.6081081081081081,0.5588235294117647,"[184, 111, 68, 38]",0.3108391812734049,0.49612625538020083,0.4034827183268028
34,128,64,2,3,4,0.2,0.0001,0.0001,0.3077455048409404,0.5742496050552924,0.6111111111111112,0.3962264150943397,0.4260027662517289,0.6777251184834123,0.7303240740740741,0.4889937106918238,"[211, 144, 106, 53]",0.357344450484485,0.4377492543315795,0.3975468524080322
16,64,128,2,2,4,0.2,0.0001,0.001,0.2890733056708159,0.5972222222222223,0.6992481203007521,0.3878504672897195,0.4068118948824343,0.6495098039215687,0.7957393483709274,0.5404984423676013,"[204, 133, 107, 59]",0.3379823544066733,0.4516245374145392,0.39480344591060623
35,128,64,4,4,2,0.1,1e-05,0.0001,0.3001383125864453,0.5786802030456853,0.650497512437811,0.3888888888888888,0.3952282157676348,0.6776649746192893,0.7512437810945274,0.5245098039215687,"[197, 134, 102, 54]",0.3411815925274062,0.4466308884913536,0.3939062405093799
18,128,256,2,2,2,0.0,1e-05,0.0001,0.2842323651452281,0.5420875420875421,0.5779569892473119,0.3901515151515151,0.3979944674965422,0.6262626262626263,0.6975806451612904,0.5265151515151515,"[198, 124, 88, 47]",0.3316284361704588,0.448190583521162,0.3899095098458104
33,64,64,4,2,4,0.0,1e-05,0.0001,0.2323651452282157,0.5397286821705426,0.5246913580246914,0.4178403755868544,0.3435338865836791,0.625968992248062,0.6496913580246912,0.5187793427230047,"[172, 108, 71, 38]",0.2772197799870697,0.46287079200348286,0.3700452859952763
38,64,128,4,4,4,0.0,0.0001,0.0001,0.2510373443983401,0.5059221658206431,0.5507246376811594,0.4004329004329005,0.3969571230982019,0.583756345177665,0.6565217391304348,0.4632034632034632,"[197, 115, 77, 36]",0.3075676321977529,0.42953704607839943,0.36855233913807617
27,64,128,4,3,2,0.1,1e-05,0.001,0.2579529737206089,0.4831560283687943,0.6111111111111112,0.358974358974359,0.3775933609958506,0.5877659574468085,0.6891891891891891,0.4743589743589743,"[188, 111, 78, 38]",0.3065121298181771,0.40867850098619324,0.35759531540218514
37,64,128,2,4,2,0.1,1e-05,0.0001,0.2351313969571231,0.5813492063492064,0.5990566037735849,0.3640350877192981,0.3381742738589212,0.6309523809523809,0.7169811320754716,0.5394736842105263,"[168, 106, 76, 41]",0.2773926492449534,0.43472151251916186,0.3560570808820576
20,128,128,4,2,4,0.0,1e-05,0.0001,0.2565698478561549,0.5418760469011725,0.6666666666666667,0.3524305555555555,0.4024896265560166,0.6331658291457286,0.7454068241469817,0.4461805555555556,"[199, 127, 96, 44]",0.313375973666909,0.39380283816425116,0.3535894059155801
37,64,128,4,4,4,0.1,1e-05,0.0001,0.2572614107883816,0.5719298245614035,0.5722222222222223,0.3617424242424242,0.3817427385892116,0.6289473684210526,0.7194444444444444,0.4431818181818182,"[190, 120, 88, 39]",0.3073772700328716,0.39834224598930473,0.35285975801108815
15,64,64,4,2,4,0.2,0.0001,0.001,0.2531120331950208,0.4853479853479853,0.5144927536231885,0.3712121212121212,0.3665283540802213,0.6318681318681318,0.5666666666666665,0.4444444444444445,"[182, 115, 66, 30]",0.2994405749851808,0.40454076367389064,0.3519906693295357
31,64,256,2,3,4,0.1,1e-05,0.0001,0.2358229598893498,0.5908183632734532,0.5856269113149849,0.3621399176954732,0.3354080221300138,0.6526946107784432,0.7431192660550459,0.4814814814814814,"[167, 109, 81, 39]",0.2769349528966941,0.4133694670280036,0.34515220996234885
22,128,256,2,4,2,0.2,0.0001,0.0001,0.2503457814661133,0.5739700374531836,0.5776836158192091,0.3353909465020576,0.3575380359612725,0.6601123595505618,0.6822033898305084,0.4567901234567901,"[178, 118, 81, 37]",0.2944909420204337,0.38678852012185344,0.34063973107114354
13,128,128,4,3,2,0.1,0.0001,0.001,0.2136929460580912,0.5403726708074535,0.6043771043771043,0.359375,0.3250345781466113,0.6118012422360248,0.6397306397306397,0.4765625,"[161, 99, 64, 31]",0.2578579836901229,0.40975467289719625,0.3338063282936596
42,64,64,4,4,4,0.1,1e-05,0.0001,0.293222683264177,0.5447154471544716,0.6228070175438596,0.2670250896057347,0.4142461964038727,0.6487804878048781,0.6904761904761905,0.3906810035842294,"[205, 133, 93, 38]",0.3433829663250088,0.3172287168068129,0.33030584156591086
11,64,128,4,2,4,0.2,1e-05,0.001,0.2295988934993084,0.4913419913419913,0.4819277108433735,0.3148148148148148,0.3118948824343014,0.538961038961039,0.5421686746987951,0.5333333333333333,"[154, 83, 45, 24]",0.2644932336352186,0.3959243085880641,0.3302087711116414
20,128,64,2,3,2,0.2,0.0001,0.0001,0.2600276625172891,0.5593220338983053,0.619047619047619,0.28125,0.357192254495159,0.6299435028248588,0.7142857142857143,0.4416666666666666,"[177, 112, 80, 36]",0.3009619892216914,0.3436599423631123,0.3223109657924018
22,64,128,2,4,2,0.0,1e-05,0.0001,0.2053941908713692,0.5277777777777777,0.6294498381877022,0.3493150684931507,0.3360995850622407,0.6130952380952381,0.6877022653721684,0.4246575342465753,"[168, 103, 73, 31]",0.2549720990127342,0.3833191902048733,0.3191456446088038
31,64,128,2,3,4,0.2,1e-05,0.0001,0.2116182572614108,0.5725623582766438,0.6822916666666666,0.3222222222222222,0.2959889349930844,0.6496598639455783,0.78125,0.4666666666666667,"[147, 96, 75, 35]",0.2467918640541793,0.3812206572769953,0.3140062606655873
35,64,128,4,2,2,0.2,0.0001,0.001,0.2130013831258644,0.4661458333333332,0.345679012345679,0.3529411764705882,0.258298755186722,0.6328125,0.419753086419753,0.3823529411764705,"[128, 81, 34, 13]",0.2334732695451514,0.3670588235294117,0.30026604653728156
24,64,256,4,3,2,0.1,0.0001,0.0001,0.2026279391424619,0.5435729847494554,0.6145833333333334,0.3055555555555556,0.3080912863070539,0.6274509803921569,0.7447916666666666,0.3611111111111111,"[153, 96, 72, 26]",0.2444705399809526,0.3310185185185185,0.28774452924973554
39,64,256,4,3,4,0.2,0.0001,0.0001,0.2206085753803596,0.4935064935064935,0.5579710144927535,0.2683615819209039,0.3080912863070539,0.5974025974025974,0.6413043478260869,0.3728813559322034,"[154, 92, 59, 22]",0.2571121526015701,0.31210333756439934,0.2846077450829847
12,128,128,4,2,4,0.1,1e-05,0.0001,0.2261410788381743,0.519736842105263,0.4906367041198502,0.2573099415204678,0.3067081604426003,0.5822368421052632,0.6404494382022472,0.3859649122807017,"[152, 89, 57, 22]",0.2603337273581578,0.3087719298245614,0.2845528285913596
19,128,256,4,2,2,0.1,0.0001,0.001,0.148686030428769,0.4545454545454545,0.2291666666666666,0.4117647058823529,0.1535269709543568,0.6233766233766234,0.34375,0.4117647058823529,"[77, 48, 17, 7]",0.1510677288566898,0.4117647058823529,0.2814162173695214
29,64,64,2,4,2,0.1,0.0001,0.0001,0.1556016597510374,0.5825958702064896,0.5281385281385281,0.3431372549019608,0.2271784232365145,0.6814159292035398,0.6623376623376623,0.4117647058823529,"[113, 77, 51, 21]",0.184697905070337,0.374331550802139,0.279514727936238
34,64,256,4,3,4,0.2,0.0001,0.001,0.1645919778699861,0.4851190476190476,0.2538461538461538,0.3529411764705882,0.2271784232365145,0.5758928571428571,0.2615384615384615,0.3529411764705882,"[112, 65, 17, 6]",0.1908860184652795,0.3529411764705882,0.27191359746793387
