#epochs,embedding_dim,feedforward_dim,enc_layers,dec_layers,attention_heads,dropout,weight_decay,learning_rate,Precisionatn nivel1,Precisionatn nivel2,Precisionatn nivel3,Precisionatn nivel4,Precision nivel1,Precision nivel2,Precision nivel3,Precision nivel4,Recall nivel1,Recall nivel2,Recall nivel3,Recall nivel4,Drugs that have at least one match
16,64,64,2,3,4,0.1,0.0001,0.001,47.05882352941176,65.625,73.21428571428571,60.16260162601627,0.34797588285960357,0.5767326732673267,0.7649253731343285,0.5030581039755353,0.4753229974160206,0.6427392739273928,0.7717661691542289,0.6269113149847095,"[202, 134, 109, 72]"
22,128,256,2,4,4,0.0,0.0001,0.0001,46.50735294117647,69.1699604743083,76.57142857142857,68.65671641791045,0.35055986218776936,0.6077441077441077,0.7446808510638296,0.5798319327731094,0.47377260981912134,0.6896745230078563,0.7956264775413712,0.6927170868347339,"[198, 141, 119, 86]"
7,128,64,2,2,4,0.0,1e-05,0.001,45.77205882352941,61.84738955823293,73.37662337662337,60.17699115044248,0.35228251507321284,0.5536013400335008,0.6772486772486772,0.5214521452145215,0.4804909560723513,0.6147403685092127,0.7588624338624339,0.6171617161716172,"[199, 126, 101, 65]"
15,64,128,2,3,4,0.2,1e-05,0.001,40.25735294117647,63.4703196347032,68.34532374100719,56.84210526315789,0.35572782084409976,0.5614525139664805,0.5781710914454278,0.4556962025316455,0.42795004306632217,0.6191806331471136,0.6725663716814158,0.5856540084388187,"[179, 113, 79, 48]"
33,128,64,2,3,2,0.1,0.0001,0.0001,46.50735294117647,69.1699604743083,74.85714285714286,58.01526717557252,0.359173126614987,0.5903508771929825,0.7205513784461153,0.5031152647975079,0.45910134941142694,0.6785818713450291,0.7765843179377013,0.5975077881619938,"[190, 133, 107, 70]"
39,64,128,4,3,4,0.1,0.0001,0.001,49.44852941176471,62.0817843866171,77.24550898203593,71.31782945736434,0.36347975882859607,0.5333333333333333,0.7408963585434174,0.591346153846154,0.47167671547516504,0.584031339031339,0.829111644657863,0.7317307692307692,"[195, 119, 104, 80]"
13,128,128,2,3,2,0.0,1e-05,0.001,46.50735294117647,63.63636363636363,75.77639751552795,73.77049180327869,0.3634797588285962,0.5260416666666666,0.7741046831955924,0.5760517799352751,0.46642262417456204,0.6038049768518519,0.8059425423061786,0.7475728155339806,"[192, 121, 103, 82]"
16,32,256,2,2,4,0.0,0.0001,0.001,48.345588235294116,66.15969581749049,72.41379310344827,61.904761904761905,0.36692506459948315,0.5718954248366014,0.7230392156862746,0.5015015015015016,0.4978466838931955,0.6435185185185185,0.7677345938375351,0.6066066066066066,"[204, 136, 111, 71]"
34,128,128,2,4,2,0.2,0.0001,0.001,53.125,69.20415224913495,74.0,60.810810810810814,0.37984496124031003,0.6219135802469138,0.7644444444444444,0.4756410256410257,0.5195664656904967,0.6756044238683127,0.8025714285714287,0.6076923076923076,"[216, 150, 130, 83]"
18,64,64,2,4,4,0.0,0.0001,0.001,54.96323529411765,68.56187290969899,77.5609756097561,71.0691823899371,0.37984496124031014,0.6374807987711215,0.7311827956989247,0.6256410256410257,0.526457077232271,0.6874039938556067,0.7903225806451611,0.7289743589743589,"[217, 155, 130, 100]"
25,64,128,2,3,2,0.2,0.0001,0.001,52.75735294117647,71.77700348432056,76.2135922330097,52.22929936305732,0.3996554694229114,0.6064814814814815,0.7614379084967322,0.42317708333333337,0.5209876543209876,0.6888245884773662,0.7949735449735451,0.5351562500000001,"[216, 153, 128, 76]"
