#epochs,encoder_embedding_dim,decoder_embedding_dim,enc_layers,dec_layers,enc_hidden_units,dec_hidden_units,dropout,weight_decay,learning_rate,Precision nivel1,Precision nivel2,Precision nivel3,Precision nivel4,Recall nivel1,Recall nivel2,Recall nivel3,Recall nivel4,Drugs that have at least one match,F1 nivel1
33,128,128,3,4,32,128,0.1,0.0001,0.001,0.454356846473029,0.7533783783783781,0.71680216802168,0.601644245142003,0.6004495159059474,0.8236486486486486,0.8963414634146342,0.7869955156950673,"[296, 246, 223, 177]",0.5172861261435272
46,32,64,4,4,64,128,0.1,1e-05,0.001,0.4605809128630703,0.7084765177548682,0.6709770114942527,0.557017543859649,0.5890387275242046,0.7914089347079039,0.8071120689655172,0.7587719298245613,"[291, 232, 190, 146]",0.5169491583345349
57,128,32,2,3,64,64,0.2,0.0001,0.001,0.46058091286307,0.6925287356321839,0.7207977207977206,0.5509499136442142,0.5850276625172891,0.804022988505747,0.811965811965812,0.7435233160621761,"[290, 234, 193, 145]",0.515398555820648
63,128,128,3,3,128,64,0.1,0.0001,0.001,0.4512448132780081,0.7041522491349478,0.6767676767676771,0.5407608695652172,0.5863589211618258,0.7901960784313725,0.7852813852813854,0.7418478260869565,"[289, 231, 184, 139]",0.510004760220733
69,128,128,3,3,128,64,0.2,0.0001,0.001,0.4453665283540802,0.7120181405895692,0.6866952789699571,0.5455326460481099,0.5942254495159058,0.7881519274376417,0.8090128755364807,0.7242268041237113,"[294, 233, 194, 142]",0.5091384526702057
50,32,32,4,4,64,128,0.2,1e-05,0.001,0.4585062240663899,0.6329723225030086,0.6383333333333332,0.4727463312368974,0.5625,0.7101083032490976,0.785,0.660377358490566,"[277, 200, 159, 106]",0.5052070104140207
43,32,32,3,3,64,64,0.0,0.0001,0.001,0.4508990318118945,0.7089285714285715,0.6615271659324522,0.4954462659380692,0.5701936376210235,0.8052380952380952,0.7929515418502202,0.674863387978142,"[280, 227, 183, 126]",0.5035777199172464
47,64,64,3,4,64,64,0.1,0.0001,0.001,0.4515905947441217,0.6504796163069546,0.6258169934640524,0.4245283018867925,0.5620677731673581,0.7318944844124701,0.7671568627450981,0.5911949685534591,"[278, 204, 159, 96]",0.5008088089759984
38,64,128,3,2,128,64,0.0,1e-05,0.001,0.4412171507607192,0.701593137254902,0.6253968253968253,0.503992015968064,0.5527316735822959,0.7629901960784312,0.7785714285714286,0.7335329341317365,"[272, 210, 167, 123]",0.49071881404836293
63,32,64,3,4,64,64,0.1,1e-05,0.001,0.4453665283540801,0.6376262626262623,0.681423611111111,0.456475583864119,0.5369986168741355,0.7252525252525253,0.8020833333333334,0.6560509554140127,"[264, 192, 157, 105]",0.48690898876021577
33,64,32,4,4,64,128,0.2,0.0001,0.001,0.4377593360995852,0.6166056166056165,0.6131578947368421,0.3506172839506173,0.54716459197787,0.6941391941391941,0.7026315789473684,0.5925925925925926,"[273, 190, 135, 80]",0.4863856013509223
57,32,32,4,4,32,64,0.0,0.0001,0.001,0.4405255878284922,0.6737451737451735,0.5953565505804311,0.4787472035794185,0.5257607192254495,0.7633204633204633,0.736318407960199,0.6577181208053692,"[259, 201, 149, 100]",0.4793839014444248
43,64,128,2,3,128,64,0.1,1e-05,0.001,0.4211618257261408,0.6352657004830918,0.6403061224489798,0.4910514541387025,0.5556362378976487,0.7065217391304348,0.75,0.6845637583892618,"[276, 196, 149, 102]",0.4791425804519352
77,64,64,4,3,128,64,0.0,1e-05,0.001,0.4239280774550484,0.6006410256410256,0.6401098901098902,0.4718309859154931,0.5264868603042877,0.694871794871795,0.7710622710622711,0.6795774647887324,"[260, 182, 142, 98]",0.46967393635527666
27,128,32,3,3,32,64,0.0,0.0001,0.001,0.4107883817427385,0.6801470588235293,0.6658730158730162,0.4565656565656566,0.5461272475795298,0.7647058823529411,0.7761904761904762,0.6333333333333333,"[272, 210, 165, 105]",0.46888716493783433
27,64,128,3,3,32,64,0.0,0.0001,0.001,0.4004149377593361,0.7116788321167886,0.6967592592592593,0.5451977401129944,0.5575726141078838,0.786374695863747,0.8032407407407407,0.7429378531073446,"[274, 216, 177, 133]",0.46610293242153367
67,64,64,3,3,128,64,0.1,1e-05,0.001,0.4211618257261411,0.6154345006485085,0.644320297951583,0.4154411764705883,0.5188450899031811,0.6914396887159533,0.7541899441340782,0.6580882352941176,"[257, 179, 136, 90]",0.46492795254888697
43,32,32,3,4,32,64,0.0,1e-05,0.001,0.4156293222683264,0.6992187500000001,0.6433333333333335,0.5232067510548524,0.5204011065006916,0.7791666666666667,0.7775,0.7531645569620253,"[256, 200, 158, 121]",0.46215155523740764
67,64,32,4,3,128,64,0.2,0.0001,0.001,0.4121715076071923,0.5740025740025739,0.6091617933723196,0.3347222222222222,0.5234785615491009,0.6525096525096525,0.695906432748538,0.5125,"[259, 171, 120, 62]",0.46120436480766347
46,32,128,2,4,64,64,0.2,0.0001,0.001,0.3983402489626554,0.7258269720101782,0.6442307692307693,0.536231884057971,0.5262448132780083,0.7894402035623409,0.7668269230769231,0.7204968944099379,"[262, 208, 161, 117]",0.4534455476242682
38,64,128,2,3,128,64,0.2,0.0001,0.001,0.3907330567081605,0.6905684754521962,0.675213675213675,0.4394904458598728,0.5228215767634855,0.7537467700258398,0.7948717948717948,0.5923566878980892,"[258, 195, 157, 95]",0.44722814666369315
89,64,32,4,4,128,64,0.0,1e-05,0.001,0.4045643153526969,0.6154371584699455,0.6417624521072797,0.3692307692307693,0.4929114799446749,0.7030054644808743,0.7413793103448276,0.5961538461538461,"[244, 174, 130, 78]",0.4443894675671504
56,32,64,2,4,128,64,0.1,1e-05,0.001,0.3955739972337483,0.6049382716049384,0.5808383233532936,0.4222222222222223,0.4906293222683264,0.6831275720164609,0.7095808383233533,0.6375,"[243, 167, 120, 77]",0.43800378061958367
63,64,32,4,4,64,64,0.2,0.0001,0.001,0.3907330567081604,0.5826502732240436,0.6124497991967871,0.3613569321533922,0.4913208852005531,0.6721311475409836,0.6746987951807228,0.6017699115044248,"[244, 166, 113, 69]",0.4352915443777687
46,64,128,3,4,128,64,0.0,0.0001,0.001,0.3533886583679115,0.6422222222222224,0.5458333333333333,0.415915915915916,0.4500864453665284,0.7088888888888889,0.690625,0.5585585585585585,"[225, 160, 111, 62]",0.39591878911590994
